region_1,region_2,technology_1,technology_2,timestep_3,parameter,value
usa,mississippi,res,solar,q2n,avaConv,0
usa,mississippi,res,solar,q2m,avaConv,0.001748148
usa,mississippi,res,solar,q2p,avaConv,0.488673611
usa,mississippi,res,solar,q2a,avaConv,0.239855956
usa,mississippi,res,solar,q3n,avaConv,0
usa,mississippi,res,solar,q3m,avaConv,0.000776557
usa,mississippi,res,solar,q3p,avaConv,0.470244505
usa,mississippi,res,solar,q3a,avaConv,0.21507967
usa,mississippi,res,solar,q4n,avaConv,0
usa,mississippi,res,solar,q4m,avaConv,0.060666667
usa,mississippi,res,solar,q4p,avaConv,0.578416209
usa,mississippi,res,solar,q4a,avaConv,0.084055147
usa,tennessee,res,solar,q1n,avaConv,0
usa,tennessee,res,solar,q1m,avaConv,0.023785185
usa,tennessee,res,solar,q1p,avaConv,0.602522222
usa,tennessee,res,solar,q1a,avaConv,0.138758333
usa,tennessee,res,solar,q2n,avaConv,0
usa,tennessee,res,solar,q2m,avaConv,0.001748148
usa,tennessee,res,solar,q2p,avaConv,0.488673611
usa,tennessee,res,solar,q2a,avaConv,0.239855956
usa,tennessee,res,solar,q3n,avaConv,0
usa,tennessee,res,solar,q3m,avaConv,0.000776557
usa,tennessee,res,solar,q3p,avaConv,0.470244505
usa,tennessee,res,solar,q3a,avaConv,0.21507967
usa,tennessee,res,solar,q4n,avaConv,0
usa,tennessee,res,solar,q4m,avaConv,0.060666667
usa,tennessee,res,solar,q4p,avaConv,0.578416209
usa,tennessee,res,solar,q4a,avaConv,0.084055147
usa,kentucky,res,solar,q1n,avaConv,0
usa,kentucky,res,solar,q1m,avaConv,0.023785185
usa,kentucky,res,solar,q1p,avaConv,0.602522222
usa,kentucky,res,solar,q1a,avaConv,0.138758333
usa,kentucky,res,solar,q2n,avaConv,0
usa,kentucky,res,solar,q2m,avaConv,0.001748148
usa,kentucky,res,solar,q2p,avaConv,0.488673611
usa,kentucky,res,solar,q2a,avaConv,0.239855956
usa,kentucky,res,solar,q3n,avaConv,0
usa,kentucky,res,solar,q3m,avaConv,0.000776557
usa,kentucky,res,solar,q3p,avaConv,0.470244505
usa,kentucky,res,solar,q3a,avaConv,0.21507967
usa,kentucky,res,solar,q4n,avaConv,0
usa,kentucky,res,solar,q4m,avaConv,0.060666667
usa,kentucky,res,solar,q4p,avaConv,0.578416209
usa,kentucky,res,solar,q4a,avaConv,0.084055147
usa,georgia,res,solar,q1n,avaConv,0
usa,georgia,res,solar,q1m,avaConv,0.023785185
usa,georgia,res,solar,q1p,avaConv,0.602522222
usa,georgia,res,solar,q1a,avaConv,0.138758333
usa,georgia,res,solar,q2n,avaConv,0
usa,georgia,res,solar,q2m,avaConv,0.001748148
usa,georgia,res,solar,q2p,avaConv,0.488673611
usa,georgia,res,solar,q2a,avaConv,0.239855956
usa,georgia,res,solar,q3n,avaConv,0
usa,georgia,res,solar,q3m,avaConv,0.000776557
usa,georgia,res,solar,q3p,avaConv,0.470244505
usa,georgia,res,solar,q3a,avaConv,0.21507967
usa,georgia,res,solar,q4n,avaConv,0
usa,georgia,res,solar,q4m,avaConv,0.060666667
usa,georgia,res,solar,q4p,avaConv,0.578416209
usa,georgia,res,solar,q4a,avaConv,0.084055147
usa,florida,res,solar,q1n,avaConv,0
usa,florida,res,solar,q1m,avaConv,0.023785185
usa,florida,res,solar,q1p,avaConv,0.602522222
usa,florida,res,solar,q1a,avaConv,0.138758333
usa,florida,res,solar,q2n,avaConv,0
usa,florida,res,solar,q2m,avaConv,0.001748148
usa,florida,res,solar,q2p,avaConv,0.488673611
usa,florida,res,solar,q2a,avaConv,0.239855956
usa,florida,res,solar,q3n,avaConv,0
usa,florida,res,solar,q3m,avaConv,0.000776557
usa,florida,res,solar,q3p,avaConv,0.470244505
usa,florida,res,solar,q3a,avaConv,0.21507967
usa,florida,res,solar,q4n,avaConv,0
usa,florida,res,solar,q4m,avaConv,0.060666667
usa,florida,res,solar,q4p,avaConv,0.578416209
usa,florida,res,solar,q4a,avaConv,0.084055147
usa,southCarolina,res,solar,q1n,avaConv,0
usa,southCarolina,res,solar,q1m,avaConv,0.023785185
usa,southCarolina,res,solar,q1p,avaConv,0.602522222
usa,southCarolina,res,solar,q1a,avaConv,0.138758333
usa,southCarolina,res,solar,q2n,avaConv,0
usa,southCarolina,res,solar,q2m,avaConv,0.001748148
usa,southCarolina,res,solar,q2p,avaConv,0.488673611
usa,southCarolina,res,solar,q2a,avaConv,0.239855956
usa,southCarolina,res,solar,q3n,avaConv,0
usa,southCarolina,res,solar,q3m,avaConv,0.000776557
usa,southCarolina,res,solar,q3p,avaConv,0.470244505
usa,southCarolina,res,solar,q3a,avaConv,0.21507967
usa,southCarolina,res,solar,q4n,avaConv,0
usa,southCarolina,res,solar,q4m,avaConv,0.060666667
usa,southCarolina,res,solar,q4p,avaConv,0.578416209
usa,southCarolina,res,solar,q4a,avaConv,0.084055147
usa,northCarolina,res,solar,q1n,avaConv,0
usa,northCarolina,res,solar,q1m,avaConv,0.023785185
usa,northCarolina,res,solar,q1p,avaConv,0.602522222
usa,northCarolina,res,solar,q1a,avaConv,0.138758333
usa,northCarolina,res,solar,q2n,avaConv,0
usa,northCarolina,res,solar,q2m,avaConv,0.001748148
usa,northCarolina,res,solar,q2p,avaConv,0.488673611
usa,northCarolina,res,solar,q2a,avaConv,0.239855956
usa,northCarolina,res,solar,q3n,avaConv,0
usa,northCarolina,res,solar,q3m,avaConv,0.000776557
usa,northCarolina,res,solar,q3p,avaConv,0.470244505
usa,northCarolina,res,solar,q3a,avaConv,0.21507967
usa,northCarolina,res,solar,q4n,avaConv,0
usa,northCarolina,res,solar,q4m,avaConv,0.060666667
usa,northCarolina,res,solar,q4p,avaConv,0.578416209
usa,northCarolina,res,solar,q4a,avaConv,0.084055147
usa,virginia,res,solar,q1n,avaConv,0
usa,virginia,res,solar,q1m,avaConv,0.023785185
usa,virginia,res,solar,q1p,avaConv,0.602522222
usa,virginia,res,solar,q1a,avaConv,0.138758333
usa,virginia,res,solar,q2n,avaConv,0
usa,virginia,res,solar,q2m,avaConv,0.001748148
usa,virginia,res,solar,q2p,avaConv,0.488673611
usa,virginia,res,solar,q2a,avaConv,0.239855956
usa,virginia,res,solar,q3n,avaConv,0
usa,virginia,res,solar,q3m,avaConv,0.000776557
usa,virginia,res,solar,q3p,avaConv,0.470244505
usa,virginia,res,solar,q3a,avaConv,0.21507967
usa,virginia,res,solar,q4n,avaConv,0
usa,virginia,res,solar,q4m,avaConv,0.060666667
usa,virginia,res,solar,q4p,avaConv,0.578416209
usa,virginia,res,solar,q4a,avaConv,0.084055147
usa,westVirginia,res,solar,q1n,avaConv,0
usa,westVirginia,res,solar,q1m,avaConv,0.023785185
usa,westVirginia,res,solar,q1p,avaConv,0.602522222
usa,westVirginia,res,solar,q1a,avaConv,0.138758333
usa,westVirginia,res,solar,q2n,avaConv,0
usa,westVirginia,res,solar,q2m,avaConv,0.001748148
usa,westVirginia,res,solar,q2p,avaConv,0.488673611
usa,westVirginia,res,solar,q2a,avaConv,0.239855956
usa,westVirginia,res,solar,q3n,avaConv,0
usa,westVirginia,res,solar,q3m,avaConv,0.000776557
usa,westVirginia,res,solar,q3p,avaConv,0.470244505
usa,westVirginia,res,solar,q3a,avaConv,0.21507967
usa,westVirginia,res,solar,q4n,avaConv,0
usa,westVirginia,res,solar,q4m,avaConv,0.060666667
usa,westVirginia,res,solar,q4p,avaConv,0.578416209
usa,westVirginia,res,solar,q4a,avaConv,0.084055147
usa,delaware,res,solar,q1n,avaConv,0
usa,delaware,res,solar,q1m,avaConv,0.023785185
usa,delaware,res,solar,q1p,avaConv,0.602522222
usa,delaware,res,solar,q1a,avaConv,0.138758333
usa,delaware,res,solar,q2n,avaConv,0
usa,delaware,res,solar,q2m,avaConv,0.001748148
usa,delaware,res,solar,q2p,avaConv,0.488673611
usa,delaware,res,solar,q2a,avaConv,0.239855956
usa,delaware,res,solar,q3n,avaConv,0
usa,delaware,res,solar,q3m,avaConv,0.000776557
usa,delaware,res,solar,q3p,avaConv,0.470244505
usa,delaware,res,solar,q3a,avaConv,0.21507967
usa,delaware,res,solar,q4n,avaConv,0
usa,delaware,res,solar,q4m,avaConv,0.060666667
usa,delaware,res,solar,q4p,avaConv,0.578416209
usa,delaware,res,solar,q4a,avaConv,0.084055147
usa,newJersey,res,solar,q1n,avaConv,0
usa,newJersey,res,solar,q1m,avaConv,0.023785185
usa,newJersey,res,solar,q1p,avaConv,0.602522222
usa,newJersey,res,solar,q1a,avaConv,0.138758333
usa,newJersey,res,solar,q2n,avaConv,0
usa,newJersey,res,solar,q2m,avaConv,0.001748148
usa,newJersey,res,solar,q2p,avaConv,0.488673611
usa,newJersey,res,solar,q2a,avaConv,0.239855956
usa,newJersey,res,solar,q3n,avaConv,0
usa,newJersey,res,solar,q3m,avaConv,0.000776557
usa,newJersey,res,solar,q3p,avaConv,0.470244505
usa,newJersey,res,solar,q3a,avaConv,0.21507967
usa,newJersey,res,solar,q4n,avaConv,0
usa,newJersey,res,solar,q4m,avaConv,0.060666667
usa,newJersey,res,solar,q4p,avaConv,0.578416209
usa,newJersey,res,solar,q4a,avaConv,0.084055147
usa,pennsylvania,res,solar,q1n,avaConv,0
usa,pennsylvania,res,solar,q1m,avaConv,0.023785185
usa,pennsylvania,res,solar,q1p,avaConv,0.602522222
usa,pennsylvania,res,solar,q1a,avaConv,0.138758333
usa,pennsylvania,res,solar,q2n,avaConv,0
usa,pennsylvania,res,solar,q2m,avaConv,0.001748148
usa,pennsylvania,res,solar,q2p,avaConv,0.488673611
usa,pennsylvania,res,solar,q2a,avaConv,0.239855956
usa,pennsylvania,res,solar,q3n,avaConv,0
usa,pennsylvania,res,solar,q3m,avaConv,0.000776557
usa,pennsylvania,res,solar,q3p,avaConv,0.470244505
usa,pennsylvania,res,solar,q3a,avaConv,0.21507967
usa,pennsylvania,res,solar,q4n,avaConv,0
usa,pennsylvania,res,solar,q4m,avaConv,0.060666667
usa,pennsylvania,res,solar,q4p,avaConv,0.578416209
usa,pennsylvania,res,solar,q4a,avaConv,0.084055147
usa,newYork,res,solar,q1n,avaConv,0
usa,newYork,res,solar,q1m,avaConv,0.023785185
usa,newYork,res,solar,q1p,avaConv,0.602522222
usa,newYork,res,solar,q1a,avaConv,0.138758333
usa,newYork,res,solar,q2n,avaConv,0
usa,newYork,res,solar,q2m,avaConv,0.001748148
usa,newYork,res,solar,q2p,avaConv,0.488673611
usa,newYork,res,solar,q2a,avaConv,0.239855956
usa,newYork,res,solar,q3n,avaConv,0
usa,newYork,res,solar,q3m,avaConv,0.000776557
usa,newYork,res,solar,q3p,avaConv,0.470244505
usa,newYork,res,solar,q3a,avaConv,0.21507967
usa,newYork,res,solar,q4n,avaConv,0
usa,newYork,res,solar,q4m,avaConv,0.060666667
usa,newYork,res,solar,q4p,avaConv,0.578416209
usa,newYork,res,solar,q4a,avaConv,0.084055147
usa,connecticut,res,solar,q1n,avaConv,0
usa,connecticut,res,solar,q1m,avaConv,0.023785185
usa,connecticut,res,solar,q1p,avaConv,0.602522222
usa,connecticut,res,solar,q1a,avaConv,0.138758333
usa,connecticut,res,solar,q2n,avaConv,0
usa,connecticut,res,solar,q2m,avaConv,0.001748148
usa,connecticut,res,solar,q2p,avaConv,0.488673611
usa,connecticut,res,solar,q2a,avaConv,0.239855956
usa,connecticut,res,solar,q3n,avaConv,0
usa,connecticut,res,solar,q3m,avaConv,0.000776557
usa,connecticut,res,solar,q3p,avaConv,0.470244505
usa,connecticut,res,solar,q3a,avaConv,0.21507967
usa,connecticut,res,solar,q4n,avaConv,0
usa,connecticut,res,solar,q4m,avaConv,0.060666667
usa,connecticut,res,solar,q4p,avaConv,0.578416209
usa,connecticut,res,solar,q4a,avaConv,0.084055147
usa,massachusetts,res,solar,q1n,avaConv,0
usa,massachusetts,res,solar,q1m,avaConv,0.023785185
usa,massachusetts,res,solar,q1p,avaConv,0.602522222
usa,massachusetts,res,solar,q1a,avaConv,0.138758333
usa,massachusetts,res,solar,q2n,avaConv,0
usa,massachusetts,res,solar,q2m,avaConv,0.001748148
usa,massachusetts,res,solar,q2p,avaConv,0.488673611
usa,massachusetts,res,solar,q2a,avaConv,0.239855956
usa,massachusetts,res,solar,q3n,avaConv,0
usa,massachusetts,res,solar,q3m,avaConv,0.000776557
usa,massachusetts,res,solar,q3p,avaConv,0.470244505
usa,massachusetts,res,solar,q3a,avaConv,0.21507967
usa,massachusetts,res,solar,q4n,avaConv,0
usa,massachusetts,res,solar,q4m,avaConv,0.060666667
usa,massachusetts,res,solar,q4p,avaConv,0.578416209
usa,massachusetts,res,solar,q4a,avaConv,0.084055147
usa,newHampshire,res,solar,q1n,avaConv,0
usa,newHampshire,res,solar,q1m,avaConv,0.023785185
usa,newHampshire,res,solar,q1p,avaConv,0.602522222
usa,newHampshire,res,solar,q1a,avaConv,0.138758333
usa,newHampshire,res,solar,q2n,avaConv,0
usa,newHampshire,res,solar,q2m,avaConv,0.001748148
usa,newHampshire,res,solar,q2p,avaConv,0.488673611
usa,newHampshire,res,solar,q2a,avaConv,0.239855956
usa,newHampshire,res,solar,q3n,avaConv,0
usa,newHampshire,res,solar,q3m,avaConv,0.000776557
usa,newHampshire,res,solar,q3p,avaConv,0.470244505
usa,newHampshire,res,solar,q3a,avaConv,0.21507967
usa,newHampshire,res,solar,q4n,avaConv,0
usa,newHampshire,res,solar,q4m,avaConv,0.060666667
usa,newHampshire,res,solar,q4p,avaConv,0.578416209
usa,newHampshire,res,solar,q4a,avaConv,0.084055147
usa,vermont,res,solar,q1n,avaConv,0
usa,vermont,res,solar,q1m,avaConv,0.023785185
usa,vermont,res,solar,q1p,avaConv,0.602522222
usa,vermont,res,solar,q1a,avaConv,0.138758333
usa,vermont,res,solar,q2n,avaConv,0
usa,vermont,res,solar,q2m,avaConv,0.001748148
usa,vermont,res,solar,q2p,avaConv,0.488673611
usa,vermont,res,solar,q2a,avaConv,0.239855956
usa,vermont,res,solar,q3n,avaConv,0
usa,vermont,res,solar,q3m,avaConv,0.000776557
usa,vermont,res,solar,q3p,avaConv,0.470244505
usa,vermont,res,solar,q3a,avaConv,0.21507967
usa,vermont,res,solar,q4n,avaConv,0
usa,vermont,res,solar,q4m,avaConv,0.060666667
usa,vermont,res,solar,q4p,avaConv,0.578416209
usa,vermont,res,solar,q4a,avaConv,0.084055147
usa,maine,res,solar,q1n,avaConv,0
usa,maine,res,solar,q1m,avaConv,0.023785185
usa,maine,res,solar,q1p,avaConv,0.602522222
usa,maine,res,solar,q1a,avaConv,0.138758333
usa,maine,res,solar,q2n,avaConv,0
usa,maine,res,solar,q2m,avaConv,0.001748148
usa,maine,res,solar,q2p,avaConv,0.488673611
usa,maine,res,solar,q2a,avaConv,0.239855956
usa,maine,res,solar,q3n,avaConv,0
usa,maine,res,solar,q3m,avaConv,0.000776557
usa,maine,res,solar,q3p,avaConv,0.470244505
usa,maine,res,solar,q3a,avaConv,0.21507967
usa,maine,res,solar,q4n,avaConv,0
usa,maine,res,solar,q4m,avaConv,0.060666667
usa,maine,res,solar,q4p,avaConv,0.578416209
usa,maine,res,solar,q4a,avaConv,0.084055147
usa,rhodeIsland,res,solar,q1n,avaConv,0
usa,rhodeIsland,res,solar,q1m,avaConv,0.023785185
usa,rhodeIsland,res,solar,q1p,avaConv,0.602522222
usa,rhodeIsland,res,solar,q1a,avaConv,0.138758333
usa,rhodeIsland,res,solar,q2n,avaConv,0
usa,rhodeIsland,res,solar,q2m,avaConv,0.001748148
usa,rhodeIsland,res,solar,q2p,avaConv,0.488673611
usa,rhodeIsland,res,solar,q2a,avaConv,0.239855956
usa,rhodeIsland,res,solar,q3n,avaConv,0
usa,rhodeIsland,res,solar,q3m,avaConv,0.000776557
usa,rhodeIsland,res,solar,q3p,avaConv,0.470244505
usa,rhodeIsland,res,solar,q3a,avaConv,0.21507967
usa,rhodeIsland,res,solar,q4n,avaConv,0
usa,rhodeIsland,res,solar,q4m,avaConv,0.060666667
usa,rhodeIsland,res,solar,q4p,avaConv,0.578416209
usa,rhodeIsland,res,solar,q4a,avaConv,0.084055147
usa,maryland,res,solar,q1n,avaConv,0
usa,maryland,res,solar,q1m,avaConv,0.023785185
usa,maryland,res,solar,q1p,avaConv,0.602522222
usa,maryland,res,solar,q1a,avaConv,0.138758333
usa,maryland,res,solar,q2n,avaConv,0
usa,maryland,res,solar,q2m,avaConv,0.001748148
usa,maryland,res,solar,q2p,avaConv,0.488673611
usa,maryland,res,solar,q2a,avaConv,0.239855956
usa,maryland,res,solar,q3n,avaConv,0
usa,maryland,res,solar,q3m,avaConv,0.000776557
usa,maryland,res,solar,q3p,avaConv,0.470244505
usa,maryland,res,solar,q3a,avaConv,0.21507967
usa,maryland,res,solar,q4n,avaConv,0
usa,maryland,res,solar,q4m,avaConv,0.060666667
usa,maryland,res,solar,q4p,avaConv,0.578416209
usa,maryland,res,solar,q4a,avaConv,0.084055147
canada,canada_,res,solar,q1n,avaConv,0
canada,canada_,res,solar,q1m,avaConv,0.023785185
canada,canada_,res,solar,q1p,avaConv,0.602522222
canada,canada_,res,solar,q1a,avaConv,0.138758333
canada,canada_,res,solar,q2n,avaConv,0
canada,canada_,res,solar,q2m,avaConv,0.001748148
canada,canada_,res,solar,q2p,avaConv,0.488673611
canada,canada_,res,solar,q2a,avaConv,0.239855956
canada,canada_,res,solar,q3n,avaConv,0
canada,canada_,res,solar,q3m,avaConv,0.000776557
canada,canada_,res,solar,q3p,avaConv,0.470244505
canada,canada_,res,solar,q3a,avaConv,0.21507967
canada,canada_,res,solar,q4n,avaConv,0
canada,canada_,res,solar,q4m,avaConv,0.060666667
canada,canada_,res,solar,q4p,avaConv,0.578416209
canada,canada_,res,solar,q4a,avaConv,0.084055147
usa,alaska,res,wind,q1n,avaConv,0.310533333
usa,alaska,res,wind,q1m,avaConv,0.185137037
usa,alaska,res,wind,q1p,avaConv,0.256402778
usa,alaska,res,wind,q1a,avaConv,0.355352778
usa,alaska,res,wind,q2n,avaConv,0.2311644
usa,alaska,res,wind,q2m,avaConv,0.102166667
usa,alaska,res,wind,q2p,avaConv,0.131391667
usa,alaska,res,wind,q2a,avaConv,0.243537396
usa,alaska,res,wind,q3n,avaConv,0.260647131
usa,alaska,res,wind,q3m,avaConv,0.17185348
usa,alaska,res,wind,q3p,avaConv,0.214016484
usa,alaska,res,wind,q3a,avaConv,0.285596154
usa,alaska,res,wind,q4n,avaConv,0.31313831
usa,alaska,res,wind,q4m,avaConv,0.211032967
usa,alaska,res,wind,q4p,avaConv,0.27109478
usa,alaska,res,wind,q4a,avaConv,0.368169118
