region_1,region_2,technology_4,timestep_2,parameter,value,comment
usa,wisconsin,pOil,2045,capaConvResi,0.331,
usa,wisconsin,pOil,2050,capaConvResi,0.249,
usa,westVirginia,pOil,2015,capaConvResi,0.047,
usa,westVirginia,pOil,2020,capaConvResi,0.035,
usa,westVirginia,pOil,2025,capaConvResi,0.026,
usa,california,resGeothermal,2015,capaConvResi,7.936,
usa,california,resGeothermal,2020,capaConvResi,0.595,
usa,california,resGeothermal,2025,capaConvResi,0.446,
usa,california,resGeothermal,2030,capaConvResi,0.335,
usa,california,resGeothermal,2035,capaConvResi,0.251,
usa,california,resGeothermal,2040,capaConvResi,0.188,
usa,california,resGeothermal,2045,capaConvResi,0.141,
usa,california,resGeothermal,2050,capaConvResi,0.106,
usa,idaho,resGeothermal,2015,capaConvResi,0.049,
usa,nevada,resGeothermal,2015,capaConvResi,1.91,
usa,nevada,resGeothermal,2020,capaConvResi,0.143,
usa,nevada,resGeothermal,2025,capaConvResi,0.107,
usa,nevada,resGeothermal,2030,capaConvResi,0.081,
usa,nevada,resGeothermal,2035,capaConvResi,0.06,
usa,nevada,resGeothermal,2040,capaConvResi,0.045,
usa,nevada,resGeothermal,2045,capaConvResi,0.034,
usa,oregon,resGeothermal,2015,capaConvResi,0.1,
usa,utah,resGeothermal,2015,capaConvResi,0.228,
usa,alabama,resHydroLarge,all,capaConvResi,2.894191251,
usa,arkansas,resHydroLarge,all,capaConvResi,1.176134283,
usa,arizona,resHydroLarge,all,capaConvResi,2.539318413,
usa,california,resHydroLarge,all,capaConvResi,12.02832146,
usa,colorado,resHydroLarge,all,capaConvResi,1.019847406,
usa,connecticut,resHydroLarge,all,capaConvResi,0.130467955,
usa,florida,resHydroLarge,all,capaConvResi,0.04861648,
usa,georgia,resHydroLarge,all,capaConvResi,3.138646999,
usa,iowa,resHydroLarge,all,capaConvResi,0.112614446,
usa,idaho,resHydroLarge,all,capaConvResi,2.216032553,
usa,illinois,resHydroLarge,all,capaConvResi,0.034608342,
usa,indiana,resHydroLarge,all,capaConvResi,0.080203459,
usa,kentucky,resHydroLarge,all,capaConvResi,0.701230926,
usa,louisiana,resHydroLarge,all,capaConvResi,0.167548321,
usa,massachusetts,resHydroLarge,all,capaConvResi,1.577426246,
usa,maryland,resHydroLarge,all,capaConvResi,0.480396745,
usa,maine,resHydroLarge,all,capaConvResi,0.625147508,
usa,michigan,resHydroLarge,all,capaConvResi,2.044638861,
usa,minnesota,resHydroLarge,all,capaConvResi,0.187599186,
usa,missouri,resHydroLarge,all,capaConvResi,0.964638861,
usa,montana,resHydroLarge,all,capaConvResi,2.291017294,
usa,northCarolina,resHydroLarge,all,capaConvResi,1.731241099,
usa,northDakota,resHydroLarge,all,capaConvResi,0.535330621,
usa,nebraska,resHydroLarge,all,capaConvResi,0.289776195,
usa,newHampshire,resHydroLarge,all,capaConvResi,0.370528993,
usa,newJersey,resHydroLarge,all,capaConvResi,0.407884028,
usa,newMexico,resHydroLarge,all,capaConvResi,0.071139369,
usa,nevada,resHydroLarge,all,capaConvResi,0.917395727,
usa,newYork,resHydroLarge,all,capaConvResi,5.154720244,
usa,ohio,resHydroLarge,all,capaConvResi,0.112065107,
usa,oklahoma,resHydroLarge,all,capaConvResi,0.936622584,
usa,oregon,resHydroLarge,all,capaConvResi,7.369104781,
usa,pennsylvania,resHydroLarge,all,capaConvResi,2.145442523,
usa,southCarolina,resHydroLarge,all,capaConvResi,3.440233978,
usa,southDakota,resHydroLarge,all,capaConvResi,1.396968464,
usa,tennessee,resHydroLarge,all,capaConvResi,3.67370295,
usa,texas,resHydroLarge,all,capaConvResi,0.616632757,
usa,utah,resHydroLarge,all,capaConvResi,0.228524924,
usa,virginia,resHydroLarge,all,capaConvResi,3.428423194,
usa,vermont,resHydroLarge,all,capaConvResi,0.2834588,
usa,washington,resHydroLarge,all,capaConvResi,18.66186165,
usa,wisconsin,resHydroLarge,all,capaConvResi,0.459521872,
usa,westVirginia,resHydroLarge,all,capaConvResi,1.176134283,
usa,wyoming,resHydroLarge,all,capaConvResi,0.264506612,
usa,arkansas,resPvUtilityOpt,2015,capaConvResi,0.012,
usa,arizona,resPvUtilityOpt,2015,capaConvResi,1.516,
usa,arizona,resPvUtilityOpt,2020,capaConvResi,1.137,
usa,arizona,resPvUtilityOpt,2025,capaConvResi,0.853,
usa,arizona,resPvUtilityOpt,2030,capaConvResi,0.639,
usa,arizona,resPvUtilityOpt,2035,capaConvResi,0.48,
usa,arizona,resPvUtilityOpt,2040,capaConvResi,0.36,
usa,arizona,resPvUtilityOpt,2045,capaConvResi,0.27,
usa,arizona,resPvUtilityOpt,2050,capaConvResi,0.202,
usa,california,resPvUtilityOpt,2015,capaConvResi,7.057,
usa,california,resPvUtilityOpt,2020,capaConvResi,5.293,
usa,california,resPvUtilityOpt,2025,capaConvResi,3.97,
usa,california,resPvUtilityOpt,2030,capaConvResi,2.977,
usa,california,resPvUtilityOpt,2035,capaConvResi,2.233,
usa,california,resPvUtilityOpt,2040,capaConvResi,1.675,
usa,california,resPvUtilityOpt,2045,capaConvResi,1.256,
usa,california,resPvUtilityOpt,2050,capaConvResi,0.942,
usa,colorado,resPvUtilityOpt,2015,capaConvResi,0.194,
usa,colorado,resPvUtilityOpt,2020,capaConvResi,0.146,
usa,colorado,resPvUtilityOpt,2025,capaConvResi,0.109,
usa,colorado,resPvUtilityOpt,2030,capaConvResi,0.082,
usa,colorado,resPvUtilityOpt,2035,capaConvResi,0.061,
usa,colorado,resPvUtilityOpt,2040,capaConvResi,0.046,
usa,colorado,resPvUtilityOpt,2045,capaConvResi,0.035,
usa,colorado,resPvUtilityOpt,2050,capaConvResi,0.026,
usa,connecticut,resPvUtilityOpt,2015,capaConvResi,0.01,
usa,delaware,resPvUtilityOpt,2015,capaConvResi,0.031,
usa,delaware,resPvUtilityOpt,2020,capaConvResi,0.023,
usa,delaware,resPvUtilityOpt,2025,capaConvResi,0.017,
usa,delaware,resPvUtilityOpt,2030,capaConvResi,0.013,
usa,florida,resPvUtilityOpt,2015,capaConvResi,0.085,
usa,florida,resPvUtilityOpt,2020,capaConvResi,0.063,
usa,florida,resPvUtilityOpt,2025,capaConvResi,0.048,
usa,florida,resPvUtilityOpt,2030,capaConvResi,0.036,
usa,florida,resPvUtilityOpt,2035,capaConvResi,0.027,
usa,florida,resPvUtilityOpt,2040,capaConvResi,0.02,
usa,florida,resPvUtilityOpt,2045,capaConvResi,0.015,
usa,florida,resPvUtilityOpt,2050,capaConvResi,0.011,
usa,georgia,resPvUtilityOpt,2015,capaConvResi,0.241,
usa,georgia,resPvUtilityOpt,2020,capaConvResi,0.181,
usa,georgia,resPvUtilityOpt,2025,capaConvResi,0.136,
usa,georgia,resPvUtilityOpt,2030,capaConvResi,0.102,
usa,georgia,resPvUtilityOpt,2035,capaConvResi,0.076,
usa,georgia,resPvUtilityOpt,2040,capaConvResi,0.057,
usa,georgia,resPvUtilityOpt,2045,capaConvResi,0.043,
usa,georgia,resPvUtilityOpt,2050,capaConvResi,0.032,
usa,illinois,resPvUtilityOpt,2015,capaConvResi,0.033,
usa,illinois,resPvUtilityOpt,2020,capaConvResi,0.025,
usa,illinois,resPvUtilityOpt,2025,capaConvResi,0.019,
usa,illinois,resPvUtilityOpt,2030,capaConvResi,0.014,
usa,illinois,resPvUtilityOpt,2035,capaConvResi,0.01,
usa,indiana,resPvUtilityOpt,2015,capaConvResi,0.13,
usa,indiana,resPvUtilityOpt,2020,capaConvResi,0.097,
usa,indiana,resPvUtilityOpt,2025,capaConvResi,0.073,
usa,indiana,resPvUtilityOpt,2030,capaConvResi,0.055,
usa,indiana,resPvUtilityOpt,2035,capaConvResi,0.041,
usa,indiana,resPvUtilityOpt,2040,capaConvResi,0.031,
usa,indiana,resPvUtilityOpt,2045,capaConvResi,0.023,
usa,indiana,resPvUtilityOpt,2050,capaConvResi,0.017,
usa,massachusetts,resPvUtilityOpt,2015,capaConvResi,0.344,
usa,massachusetts,resPvUtilityOpt,2020,capaConvResi,0.258,
usa,massachusetts,resPvUtilityOpt,2025,capaConvResi,0.193,
usa,massachusetts,resPvUtilityOpt,2030,capaConvResi,0.145,
usa,massachusetts,resPvUtilityOpt,2035,capaConvResi,0.109,
usa,massachusetts,resPvUtilityOpt,2040,capaConvResi,0.082,
usa,massachusetts,resPvUtilityOpt,2045,capaConvResi,0.061,
usa,massachusetts,resPvUtilityOpt,2050,capaConvResi,0.046,
usa,maryland,resPvUtilityOpt,2015,capaConvResi,0.091,
usa,maryland,resPvUtilityOpt,2020,capaConvResi,0.068,
usa,maryland,resPvUtilityOpt,2025,capaConvResi,0.051,
usa,maryland,resPvUtilityOpt,2030,capaConvResi,0.038,
usa,maryland,resPvUtilityOpt,2035,capaConvResi,0.029,
usa,maryland,resPvUtilityOpt,2040,capaConvResi,0.021,
usa,maryland,resPvUtilityOpt,2045,capaConvResi,0.016,
usa,maryland,resPvUtilityOpt,2050,capaConvResi,0.012,
usa,missouri,resPvUtilityOpt,2015,capaConvResi,0.012,
usa,northCarolina,resPvUtilityOpt,2015,capaConvResi,1.444,
usa,northCarolina,resPvUtilityOpt,2020,capaConvResi,1.083,
usa,northCarolina,resPvUtilityOpt,2025,capaConvResi,0.812,
usa,northCarolina,resPvUtilityOpt,2030,capaConvResi,0.609,
usa,northCarolina,resPvUtilityOpt,2035,capaConvResi,0.457,
usa,northCarolina,resPvUtilityOpt,2040,capaConvResi,0.343,
usa,northCarolina,resPvUtilityOpt,2045,capaConvResi,0.257,
usa,northCarolina,resPvUtilityOpt,2050,capaConvResi,0.193,
usa,newJersey,resPvUtilityOpt,2015,capaConvResi,0.444,
usa,newJersey,resPvUtilityOpt,2020,capaConvResi,0.333,
usa,newJersey,resPvUtilityOpt,2025,capaConvResi,0.25,
usa,newJersey,resPvUtilityOpt,2030,capaConvResi,0.187,
usa,newJersey,resPvUtilityOpt,2035,capaConvResi,0.141,
usa,newJersey,resPvUtilityOpt,2040,capaConvResi,0.105,
usa,newJersey,resPvUtilityOpt,2045,capaConvResi,0.079,
usa,newJersey,resPvUtilityOpt,2050,capaConvResi,0.059,
usa,newMexico,resPvUtilityOpt,2015,capaConvResi,0.312,
usa,newMexico,resPvUtilityOpt,2020,capaConvResi,0.234,
usa,newMexico,resPvUtilityOpt,2025,capaConvResi,0.176,
usa,newMexico,resPvUtilityOpt,2030,capaConvResi,0.132,
usa,newMexico,resPvUtilityOpt,2035,capaConvResi,0.099,
usa,newMexico,resPvUtilityOpt,2040,capaConvResi,0.074,
usa,newMexico,resPvUtilityOpt,2045,capaConvResi,0.056,
usa,newMexico,resPvUtilityOpt,2050,capaConvResi,0.042,
usa,nevada,resPvUtilityOpt,2015,capaConvResi,0.979,
usa,nevada,resPvUtilityOpt,2020,capaConvResi,0.734,
usa,nevada,resPvUtilityOpt,2025,capaConvResi,0.551,
usa,nevada,resPvUtilityOpt,2030,capaConvResi,0.413,
usa,nevada,resPvUtilityOpt,2035,capaConvResi,0.31,
usa,nevada,resPvUtilityOpt,2040,capaConvResi,0.232,
usa,nevada,resPvUtilityOpt,2045,capaConvResi,0.174,
usa,nevada,resPvUtilityOpt,2050,capaConvResi,0.131,
usa,newYork,resPvUtilityOpt,2015,capaConvResi,0.081,
usa,newYork,resPvUtilityOpt,2020,capaConvResi,0.061,
usa,newYork,resPvUtilityOpt,2025,capaConvResi,0.046,
usa,newYork,resPvUtilityOpt,2030,capaConvResi,0.034,
usa,newYork,resPvUtilityOpt,2035,capaConvResi,0.026,
usa,newYork,resPvUtilityOpt,2040,capaConvResi,0.019,
usa,newYork,resPvUtilityOpt,2045,capaConvResi,0.014,
usa,newYork,resPvUtilityOpt,2050,capaConvResi,0.011,
usa,ohio,resPvUtilityOpt,2015,capaConvResi,0.044,
usa,ohio,resPvUtilityOpt,2020,capaConvResi,0.033,
usa,ohio,resPvUtilityOpt,2025,capaConvResi,0.025,
usa,ohio,resPvUtilityOpt,2030,capaConvResi,0.019,
usa,ohio,resPvUtilityOpt,2035,capaConvResi,0.014,
usa,ohio,resPvUtilityOpt,2040,capaConvResi,0.01,
usa,oregon,resPvUtilityOpt,2015,capaConvResi,0.019,
usa,oregon,resPvUtilityOpt,2020,capaConvResi,0.014,
usa,oregon,resPvUtilityOpt,2025,capaConvResi,0.011,
usa,pennsylvania,resPvUtilityOpt,2015,capaConvResi,0.054,
usa,pennsylvania,resPvUtilityOpt,2020,capaConvResi,0.041,
usa,pennsylvania,resPvUtilityOpt,2025,capaConvResi,0.03,
usa,pennsylvania,resPvUtilityOpt,2030,capaConvResi,0.023,
usa,pennsylvania,resPvUtilityOpt,2035,capaConvResi,0.017,
usa,pennsylvania,resPvUtilityOpt,2040,capaConvResi,0.013,
usa,rhodeIsland,resPvUtilityOpt,2015,capaConvResi,0.01,
usa,tennessee,resPvUtilityOpt,2015,capaConvResi,0.048,
usa,tennessee,resPvUtilityOpt,2020,capaConvResi,0.036,
usa,tennessee,resPvUtilityOpt,2025,capaConvResi,0.027,
usa,tennessee,resPvUtilityOpt,2030,capaConvResi,0.02,
usa,tennessee,resPvUtilityOpt,2035,capaConvResi,0.015,
usa,tennessee,resPvUtilityOpt,2040,capaConvResi,0.011,
usa,texas,resPvUtilityOpt,2015,capaConvResi,0.319,
usa,texas,resPvUtilityOpt,2020,capaConvResi,0.239,
usa,texas,resPvUtilityOpt,2025,capaConvResi,0.179,
usa,texas,resPvUtilityOpt,2030,capaConvResi,0.134,
usa,texas,resPvUtilityOpt,2035,capaConvResi,0.101,
usa,texas,resPvUtilityOpt,2040,capaConvResi,0.076,
usa,texas,resPvUtilityOpt,2045,capaConvResi,0.057,
usa,texas,resPvUtilityOpt,2050,capaConvResi,0.043,
usa,utah,resPvUtilityOpt,2015,capaConvResi,0.166,
usa,utah,resPvUtilityOpt,2020,capaConvResi,0.125,
usa,utah,resPvUtilityOpt,2025,capaConvResi,0.094,
usa,utah,resPvUtilityOpt,2030,capaConvResi,0.07,
usa,utah,resPvUtilityOpt,2035,capaConvResi,0.053,
usa,utah,resPvUtilityOpt,2040,capaConvResi,0.039,
usa,utah,resPvUtilityOpt,2045,capaConvResi,0.03,
usa,utah,resPvUtilityOpt,2050,capaConvResi,0.022,
usa,vermont,resPvUtilityOpt,2015,capaConvResi,0.033,
usa,vermont,resPvUtilityOpt,2020,capaConvResi,0.024,
usa,vermont,resPvUtilityOpt,2025,capaConvResi,0.018,
usa,vermont,resPvUtilityOpt,2030,capaConvResi,0.014,
usa,vermont,resPvUtilityOpt,2035,capaConvResi,0.01,
usa,arizona,resWindOnshoreOpt,2015,capaConvResi,0.267,
usa,arizona,resWindOnshoreOpt,2020,capaConvResi,0.2,
usa,arizona,resWindOnshoreOpt,2025,capaConvResi,0.15,
usa,arizona,resWindOnshoreOpt,2030,capaConvResi,0.113,
usa,arizona,resWindOnshoreOpt,2035,capaConvResi,0.085,
usa,arizona,resWindOnshoreOpt,2040,capaConvResi,0.063,
usa,arizona,resWindOnshoreOpt,2045,capaConvResi,0.048,
usa,arizona,resWindOnshoreOpt,2050,capaConvResi,0.036,
usa,california,resWindOnshoreOpt,2015,capaConvResi,5.741,
usa,california,resWindOnshoreOpt,2020,capaConvResi,4.306,
usa,california,resWindOnshoreOpt,2025,capaConvResi,3.229,
usa,california,resWindOnshoreOpt,2030,capaConvResi,2.422,
usa,california,resWindOnshoreOpt,2035,capaConvResi,1.816,
usa,california,resWindOnshoreOpt,2040,capaConvResi,1.362,
usa,california,resWindOnshoreOpt,2045,capaConvResi,1.022,
usa,california,resWindOnshoreOpt,2050,capaConvResi,0.766,
usa,colorado,resWindOnshoreOpt,2015,capaConvResi,2.969,
usa,colorado,resWindOnshoreOpt,2020,capaConvResi,2.227,
usa,colorado,resWindOnshoreOpt,2025,capaConvResi,1.67,
usa,colorado,resWindOnshoreOpt,2030,capaConvResi,1.252,
usa,colorado,resWindOnshoreOpt,2035,capaConvResi,0.939,
usa,colorado,resWindOnshoreOpt,2040,capaConvResi,0.705,
usa,colorado,resWindOnshoreOpt,2045,capaConvResi,0.528,
usa,colorado,resWindOnshoreOpt,2050,capaConvResi,0.396,
usa,iowa,resWindOnshoreOpt,2015,capaConvResi,6.314,
usa,iowa,resWindOnshoreOpt,2020,capaConvResi,4.736,
usa,iowa,resWindOnshoreOpt,2025,capaConvResi,3.552,
usa,iowa,resWindOnshoreOpt,2030,capaConvResi,2.664,
usa,iowa,resWindOnshoreOpt,2035,capaConvResi,1.998,
usa,iowa,resWindOnshoreOpt,2040,capaConvResi,1.498,
usa,iowa,resWindOnshoreOpt,2045,capaConvResi,1.124,
usa,iowa,resWindOnshoreOpt,2050,capaConvResi,0.843,
usa,idaho,resWindOnshoreOpt,2015,capaConvResi,0.967,
usa,idaho,resWindOnshoreOpt,2020,capaConvResi,0.725,
usa,idaho,resWindOnshoreOpt,2025,capaConvResi,0.544,
usa,idaho,resWindOnshoreOpt,2030,capaConvResi,0.408,
usa,idaho,resWindOnshoreOpt,2035,capaConvResi,0.306,
usa,idaho,resWindOnshoreOpt,2040,capaConvResi,0.229,
usa,idaho,resWindOnshoreOpt,2045,capaConvResi,0.172,
usa,idaho,resWindOnshoreOpt,2050,capaConvResi,0.129,
usa,illinois,resWindOnshoreOpt,2015,capaConvResi,3.825,
usa,illinois,resWindOnshoreOpt,2020,capaConvResi,2.868,
usa,illinois,resWindOnshoreOpt,2025,capaConvResi,2.151,
usa,illinois,resWindOnshoreOpt,2030,capaConvResi,1.613,
usa,illinois,resWindOnshoreOpt,2035,capaConvResi,1.21,
usa,illinois,resWindOnshoreOpt,2040,capaConvResi,0.908,
usa,illinois,resWindOnshoreOpt,2045,capaConvResi,0.681,
usa,illinois,resWindOnshoreOpt,2050,capaConvResi,0.511,
usa,indiana,resWindOnshoreOpt,2015,capaConvResi,1.74,
usa,indiana,resWindOnshoreOpt,2020,capaConvResi,1.305,
usa,indiana,resWindOnshoreOpt,2025,capaConvResi,0.979,
usa,indiana,resWindOnshoreOpt,2030,capaConvResi,0.734,
usa,indiana,resWindOnshoreOpt,2035,capaConvResi,0.55,
usa,indiana,resWindOnshoreOpt,2040,capaConvResi,0.413,
usa,indiana,resWindOnshoreOpt,2045,capaConvResi,0.31,
usa,indiana,resWindOnshoreOpt,2050,capaConvResi,0.232,
usa,kansas,resWindOnshoreOpt,2015,capaConvResi,3.574,
usa,kansas,resWindOnshoreOpt,2020,capaConvResi,2.68,
usa,kansas,resWindOnshoreOpt,2025,capaConvResi,2.01,
usa,kansas,resWindOnshoreOpt,2030,capaConvResi,1.508,
usa,kansas,resWindOnshoreOpt,2035,capaConvResi,1.131,
usa,kansas,resWindOnshoreOpt,2040,capaConvResi,0.848,
usa,kansas,resWindOnshoreOpt,2045,capaConvResi,0.636,
usa,kansas,resWindOnshoreOpt,2050,capaConvResi,0.477,
usa,massachusetts,resWindOnshoreOpt,2015,capaConvResi,0.084,
usa,massachusetts,resWindOnshoreOpt,2020,capaConvResi,0.063,
usa,massachusetts,resWindOnshoreOpt,2025,capaConvResi,0.047,
usa,massachusetts,resWindOnshoreOpt,2030,capaConvResi,0.036,
usa,massachusetts,resWindOnshoreOpt,2035,capaConvResi,0.027,
usa,massachusetts,resWindOnshoreOpt,2040,capaConvResi,0.02,
usa,massachusetts,resWindOnshoreOpt,2045,capaConvResi,0.015,
usa,massachusetts,resWindOnshoreOpt,2050,capaConvResi,0.011,
usa,maryland,resWindOnshoreOpt,2015,capaConvResi,0.19,
usa,maryland,resWindOnshoreOpt,2020,capaConvResi,0.143,
usa,maryland,resWindOnshoreOpt,2025,capaConvResi,0.107,
usa,maryland,resWindOnshoreOpt,2030,capaConvResi,0.08,
usa,maryland,resWindOnshoreOpt,2035,capaConvResi,0.06,
usa,maryland,resWindOnshoreOpt,2040,capaConvResi,0.045,
usa,maryland,resWindOnshoreOpt,2045,capaConvResi,0.034,
usa,maryland,resWindOnshoreOpt,2050,capaConvResi,0.025,
usa,maine,resWindOnshoreOpt,2015,capaConvResi,0.613,
usa,maine,resWindOnshoreOpt,2020,capaConvResi,0.46,
usa,maine,resWindOnshoreOpt,2025,capaConvResi,0.345,
usa,maine,resWindOnshoreOpt,2030,capaConvResi,0.259,
usa,maine,resWindOnshoreOpt,2035,capaConvResi,0.194,
usa,maine,resWindOnshoreOpt,2040,capaConvResi,0.145,
usa,maine,resWindOnshoreOpt,2045,capaConvResi,0.109,
usa,maine,resWindOnshoreOpt,2050,capaConvResi,0.082,
usa,michigan,resWindOnshoreOpt,2015,capaConvResi,1.53,
usa,michigan,resWindOnshoreOpt,2020,capaConvResi,1.147,
usa,michigan,resWindOnshoreOpt,2025,capaConvResi,0.86,
usa,michigan,resWindOnshoreOpt,2030,capaConvResi,0.645,
usa,michigan,resWindOnshoreOpt,2035,capaConvResi,0.484,
usa,michigan,resWindOnshoreOpt,2040,capaConvResi,0.363,
usa,michigan,resWindOnshoreOpt,2045,capaConvResi,0.272,
usa,michigan,resWindOnshoreOpt,2050,capaConvResi,0.204,
usa,minnesota,resWindOnshoreOpt,2015,capaConvResi,3.248,
usa,minnesota,resWindOnshoreOpt,2020,capaConvResi,2.436,
usa,minnesota,resWindOnshoreOpt,2025,capaConvResi,1.827,
usa,minnesota,resWindOnshoreOpt,2030,capaConvResi,1.37,
usa,minnesota,resWindOnshoreOpt,2035,capaConvResi,1.028,
usa,minnesota,resWindOnshoreOpt,2040,capaConvResi,0.771,
usa,minnesota,resWindOnshoreOpt,2045,capaConvResi,0.578,
usa,minnesota,resWindOnshoreOpt,2050,capaConvResi,0.434,
usa,missouri,resWindOnshoreOpt,2015,capaConvResi,0.459,
usa,missouri,resWindOnshoreOpt,2020,capaConvResi,0.344,
usa,missouri,resWindOnshoreOpt,2025,capaConvResi,0.258,
usa,missouri,resWindOnshoreOpt,2030,capaConvResi,0.193,
usa,missouri,resWindOnshoreOpt,2035,capaConvResi,0.145,
usa,missouri,resWindOnshoreOpt,2040,capaConvResi,0.109,
usa,missouri,resWindOnshoreOpt,2045,capaConvResi,0.082,
usa,missouri,resWindOnshoreOpt,2050,capaConvResi,0.061,
usa,montana,resWindOnshoreOpt,2015,capaConvResi,0.662,
usa,montana,resWindOnshoreOpt,2020,capaConvResi,0.497,
usa,montana,resWindOnshoreOpt,2025,capaConvResi,0.373,
usa,montana,resWindOnshoreOpt,2030,capaConvResi,0.279,
usa,montana,resWindOnshoreOpt,2035,capaConvResi,0.21,
usa,montana,resWindOnshoreOpt,2040,capaConvResi,0.157,
usa,montana,resWindOnshoreOpt,2045,capaConvResi,0.118,
usa,montana,resWindOnshoreOpt,2050,capaConvResi,0.088,
usa,northDakota,resWindOnshoreOpt,2015,capaConvResi,2.265,
usa,northDakota,resWindOnshoreOpt,2020,capaConvResi,1.699,
usa,northDakota,resWindOnshoreOpt,2025,capaConvResi,1.274,
usa,northDakota,resWindOnshoreOpt,2030,capaConvResi,0.956,
usa,northDakota,resWindOnshoreOpt,2035,capaConvResi,0.717,
usa,northDakota,resWindOnshoreOpt,2040,capaConvResi,0.537,
usa,northDakota,resWindOnshoreOpt,2045,capaConvResi,0.403,
usa,northDakota,resWindOnshoreOpt,2050,capaConvResi,0.302,
usa,nebraska,resWindOnshoreOpt,2015,capaConvResi,0.885,
usa,nebraska,resWindOnshoreOpt,2020,capaConvResi,0.664,
usa,nebraska,resWindOnshoreOpt,2025,capaConvResi,0.498,
usa,nebraska,resWindOnshoreOpt,2030,capaConvResi,0.373,
usa,nebraska,resWindOnshoreOpt,2035,capaConvResi,0.28,
usa,nebraska,resWindOnshoreOpt,2040,capaConvResi,0.21,
usa,nebraska,resWindOnshoreOpt,2045,capaConvResi,0.158,
usa,nebraska,resWindOnshoreOpt,2050,capaConvResi,0.118,
usa,newHampshire,resWindOnshoreOpt,2015,capaConvResi,0.171,
usa,newHampshire,resWindOnshoreOpt,2020,capaConvResi,0.128,
usa,newHampshire,resWindOnshoreOpt,2025,capaConvResi,0.096,
usa,newHampshire,resWindOnshoreOpt,2030,capaConvResi,0.072,
usa,newHampshire,resWindOnshoreOpt,2035,capaConvResi,0.054,
usa,newHampshire,resWindOnshoreOpt,2040,capaConvResi,0.041,
usa,newHampshire,resWindOnshoreOpt,2045,capaConvResi,0.03,
usa,newHampshire,resWindOnshoreOpt,2050,capaConvResi,0.023,
usa,newMexico,resWindOnshoreOpt,2015,capaConvResi,1.062,
usa,newMexico,resWindOnshoreOpt,2020,capaConvResi,0.797,
usa,newMexico,resWindOnshoreOpt,2025,capaConvResi,0.598,
usa,newMexico,resWindOnshoreOpt,2030,capaConvResi,0.448,
usa,newMexico,resWindOnshoreOpt,2035,capaConvResi,0.336,
usa,newMexico,resWindOnshoreOpt,2040,capaConvResi,0.252,
usa,newMexico,resWindOnshoreOpt,2045,capaConvResi,0.189,
usa,newMexico,resWindOnshoreOpt,2050,capaConvResi,0.142,
usa,nevada,resWindOnshoreOpt,2015,capaConvResi,0.15,
usa,nevada,resWindOnshoreOpt,2020,capaConvResi,0.113,
usa,nevada,resWindOnshoreOpt,2025,capaConvResi,0.084,
usa,nevada,resWindOnshoreOpt,2030,capaConvResi,0.063,
usa,nevada,resWindOnshoreOpt,2035,capaConvResi,0.047,
usa,nevada,resWindOnshoreOpt,2040,capaConvResi,0.036,
usa,nevada,resWindOnshoreOpt,2045,capaConvResi,0.027,
usa,nevada,resWindOnshoreOpt,2050,capaConvResi,0.02,
usa,newYork,resWindOnshoreOpt,2015,capaConvResi,1.751,
usa,newYork,resWindOnshoreOpt,2020,capaConvResi,1.313,
usa,newYork,resWindOnshoreOpt,2025,capaConvResi,0.985,
usa,newYork,resWindOnshoreOpt,2030,capaConvResi,0.739,
usa,newYork,resWindOnshoreOpt,2035,capaConvResi,0.554,
usa,newYork,resWindOnshoreOpt,2040,capaConvResi,0.416,
usa,newYork,resWindOnshoreOpt,2045,capaConvResi,0.312,
usa,newYork,resWindOnshoreOpt,2050,capaConvResi,0.234,
usa,ohio,resWindOnshoreOpt,2015,capaConvResi,0.432,
usa,ohio,resWindOnshoreOpt,2020,capaConvResi,0.324,
usa,ohio,resWindOnshoreOpt,2025,capaConvResi,0.243,
usa,ohio,resWindOnshoreOpt,2030,capaConvResi,0.182,
usa,ohio,resWindOnshoreOpt,2035,capaConvResi,0.137,
usa,ohio,resWindOnshoreOpt,2040,capaConvResi,0.102,
usa,ohio,resWindOnshoreOpt,2045,capaConvResi,0.077,
usa,ohio,resWindOnshoreOpt,2050,capaConvResi,0.058,
usa,oklahoma,resWindOnshoreOpt,2015,capaConvResi,5.012,
usa,oklahoma,resWindOnshoreOpt,2020,capaConvResi,3.759,
usa,oklahoma,resWindOnshoreOpt,2025,capaConvResi,2.819,
usa,oklahoma,resWindOnshoreOpt,2030,capaConvResi,2.114,
usa,oklahoma,resWindOnshoreOpt,2035,capaConvResi,1.586,
usa,oklahoma,resWindOnshoreOpt,2040,capaConvResi,1.189,
usa,oklahoma,resWindOnshoreOpt,2045,capaConvResi,0.892,
usa,oklahoma,resWindOnshoreOpt,2050,capaConvResi,0.669,
usa,oregon,resWindOnshoreOpt,2015,capaConvResi,3.158,
usa,oregon,resWindOnshoreOpt,2020,capaConvResi,2.369,
usa,oregon,resWindOnshoreOpt,2025,capaConvResi,1.777,
usa,oregon,resWindOnshoreOpt,2030,capaConvResi,1.332,
usa,oregon,resWindOnshoreOpt,2035,capaConvResi,0.999,
usa,oregon,resWindOnshoreOpt,2040,capaConvResi,0.75,
usa,oregon,resWindOnshoreOpt,2045,capaConvResi,0.562,
usa,oregon,resWindOnshoreOpt,2050,capaConvResi,0.422,
usa,pennsylvania,resWindOnshoreOpt,2015,capaConvResi,1.334,
usa,pennsylvania,resWindOnshoreOpt,2020,capaConvResi,1,
