region_1,region_2,technology_4,timestep_2,parameter,value,comment
usa,texas,hhtBiomass,2030,capaConvResi,7.09,
usa,texas,hhtBiomass,2035,capaConvResi,5.317,
usa,utah,hhtBiomass,2015,capaConvResi,0.88,
usa,utah,hhtBiomass,2020,capaConvResi,0.66,
usa,utah,hhtBiomass,2025,capaConvResi,0.495,
usa,utah,hhtBiomass,2030,capaConvResi,0.371,
usa,utah,hhtBiomass,2035,capaConvResi,0.278,
usa,vermont,hhtBiomass,2015,capaConvResi,0.154,
usa,vermont,hhtBiomass,2020,capaConvResi,0.116,
usa,vermont,hhtBiomass,2025,capaConvResi,0.087,
usa,vermont,hhtBiomass,2030,capaConvResi,0.065,
usa,vermont,hhtBiomass,2035,capaConvResi,0.049,
usa,virginia,hhtBiomass,2015,capaConvResi,1.966,
usa,virginia,hhtBiomass,2020,capaConvResi,1.475,
usa,virginia,hhtBiomass,2025,capaConvResi,1.106,
usa,virginia,hhtBiomass,2030,capaConvResi,0.83,
usa,virginia,hhtBiomass,2035,capaConvResi,0.622,
usa,washington,hhtBiomass,2015,capaConvResi,2.15,
usa,washington,hhtBiomass,2020,capaConvResi,1.612,
usa,washington,hhtBiomass,2025,capaConvResi,1.209,
usa,washington,hhtBiomass,2030,capaConvResi,0.907,
usa,washington,hhtBiomass,2035,capaConvResi,0.68,
usa,westVirginia,hhtBiomass,2015,capaConvResi,0.762,
usa,westVirginia,hhtBiomass,2020,capaConvResi,0.571,
usa,westVirginia,hhtBiomass,2025,capaConvResi,0.429,
usa,westVirginia,hhtBiomass,2030,capaConvResi,0.321,
usa,westVirginia,hhtBiomass,2035,capaConvResi,0.241,
usa,wisconsin,hhtBiomass,2015,capaConvResi,1.897,
usa,wisconsin,hhtBiomass,2020,capaConvResi,1.423,
usa,wisconsin,hhtBiomass,2025,capaConvResi,1.067,
usa,wisconsin,hhtBiomass,2030,capaConvResi,0.8,
usa,wisconsin,hhtBiomass,2035,capaConvResi,0.6,
usa,wyoming,hhtBiomass,2015,capaConvResi,0.587,
usa,wyoming,hhtBiomass,2020,capaConvResi,0.441,
usa,wyoming,hhtBiomass,2025,capaConvResi,0.33,
usa,wyoming,hhtBiomass,2030,capaConvResi,0.248,
usa,wyoming,hhtBiomass,2035,capaConvResi,0.186,
usa,alabama,hhtHardcoal,2015,capaConvResi,3.722,
usa,alabama,hhtHardcoal,2020,capaConvResi,2.791,
usa,alabama,hhtHardcoal,2025,capaConvResi,2.094,
usa,alabama,hhtHardcoal,2030,capaConvResi,1.57,
usa,alabama,hhtHardcoal,2035,capaConvResi,1.178,
usa,arizona,hhtHardcoal,2015,capaConvResi,3.898,
usa,arizona,hhtHardcoal,2020,capaConvResi,2.923,
usa,arizona,hhtHardcoal,2025,capaConvResi,2.193,
usa,arizona,hhtHardcoal,2030,capaConvResi,1.644,
usa,arizona,hhtHardcoal,2035,capaConvResi,1.233,
usa,arkansas,hhtHardcoal,2015,capaConvResi,2.013,
usa,arkansas,hhtHardcoal,2020,capaConvResi,1.51,
usa,arkansas,hhtHardcoal,2025,capaConvResi,1.132,
usa,arkansas,hhtHardcoal,2030,capaConvResi,0.849,
usa,arkansas,hhtHardcoal,2035,capaConvResi,0.637,
usa,california,hhtHardcoal,2015,capaConvResi,28.109,
usa,california,hhtHardcoal,2020,capaConvResi,21.081,
usa,california,hhtHardcoal,2025,capaConvResi,15.811,
usa,california,hhtHardcoal,2030,capaConvResi,11.858,
usa,california,hhtHardcoal,2035,capaConvResi,8.894,
usa,colorado,hhtHardcoal,2015,capaConvResi,4.866,
usa,colorado,hhtHardcoal,2020,capaConvResi,3.65,
usa,colorado,hhtHardcoal,2025,capaConvResi,2.737,
usa,colorado,hhtHardcoal,2030,capaConvResi,2.053,
usa,colorado,hhtHardcoal,2035,capaConvResi,1.54,
usa,connecticut,hhtHardcoal,2015,capaConvResi,2.858,
usa,connecticut,hhtHardcoal,2020,capaConvResi,2.143,
usa,connecticut,hhtHardcoal,2025,capaConvResi,1.607,
usa,connecticut,hhtHardcoal,2030,capaConvResi,1.206,
usa,connecticut,hhtHardcoal,2035,capaConvResi,0.904,
usa,delaware,hhtHardcoal,2015,capaConvResi,0.547,
usa,delaware,hhtHardcoal,2020,capaConvResi,0.41,
usa,delaware,hhtHardcoal,2025,capaConvResi,0.308,
usa,delaware,hhtHardcoal,2030,capaConvResi,0.231,
usa,delaware,hhtHardcoal,2035,capaConvResi,0.173,
usa,florida,hhtHardcoal,2015,capaConvResi,8.559,
usa,florida,hhtHardcoal,2020,capaConvResi,6.419,
usa,florida,hhtHardcoal,2025,capaConvResi,4.814,
usa,florida,hhtHardcoal,2030,capaConvResi,3.611,
usa,florida,hhtHardcoal,2035,capaConvResi,2.708,
usa,georgia,hhtHardcoal,2015,capaConvResi,6.015,
usa,georgia,hhtHardcoal,2020,capaConvResi,4.512,
usa,georgia,hhtHardcoal,2025,capaConvResi,3.384,
usa,georgia,hhtHardcoal,2030,capaConvResi,2.538,
usa,georgia,hhtHardcoal,2035,capaConvResi,1.903,
usa,idaho,hhtHardcoal,2015,capaConvResi,0.979,
usa,idaho,hhtHardcoal,2020,capaConvResi,0.734,
usa,idaho,hhtHardcoal,2025,capaConvResi,0.551,
usa,idaho,hhtHardcoal,2030,capaConvResi,0.413,
usa,idaho,hhtHardcoal,2035,capaConvResi,0.31,
usa,illinois,hhtHardcoal,2015,capaConvResi,10.032,
usa,illinois,hhtHardcoal,2020,capaConvResi,7.524,
usa,illinois,hhtHardcoal,2025,capaConvResi,5.643,
usa,illinois,hhtHardcoal,2030,capaConvResi,4.232,
usa,illinois,hhtHardcoal,2035,capaConvResi,3.174,
usa,indiana,hhtHardcoal,2015,capaConvResi,7.425,
usa,indiana,hhtHardcoal,2020,capaConvResi,5.569,
usa,indiana,hhtHardcoal,2025,capaConvResi,4.177,
usa,indiana,hhtHardcoal,2030,capaConvResi,3.133,
usa,indiana,hhtHardcoal,2035,capaConvResi,2.349,
usa,iowa,hhtHardcoal,2015,capaConvResi,3.032,
usa,iowa,hhtHardcoal,2020,capaConvResi,2.274,
usa,iowa,hhtHardcoal,2025,capaConvResi,1.706,
usa,iowa,hhtHardcoal,2030,capaConvResi,1.279,
usa,iowa,hhtHardcoal,2035,capaConvResi,0.959,
usa,kansas,hhtHardcoal,2015,capaConvResi,2.138,
usa,kansas,hhtHardcoal,2020,capaConvResi,1.603,
usa,kansas,hhtHardcoal,2025,capaConvResi,1.203,
usa,kansas,hhtHardcoal,2030,capaConvResi,0.902,
usa,kansas,hhtHardcoal,2035,capaConvResi,0.676,
usa,kentucky,hhtHardcoal,2015,capaConvResi,3.558,
usa,kentucky,hhtHardcoal,2020,capaConvResi,2.669,
usa,kentucky,hhtHardcoal,2025,capaConvResi,2.001,
usa,kentucky,hhtHardcoal,2030,capaConvResi,1.501,
usa,kentucky,hhtHardcoal,2035,capaConvResi,1.126,
usa,louisiana,hhtHardcoal,2015,capaConvResi,6.817,
usa,louisiana,hhtHardcoal,2020,capaConvResi,5.113,
usa,louisiana,hhtHardcoal,2025,capaConvResi,3.835,
usa,louisiana,hhtHardcoal,2030,capaConvResi,2.876,
usa,louisiana,hhtHardcoal,2035,capaConvResi,2.157,
usa,maine,hhtHardcoal,2015,capaConvResi,0.643,
usa,maine,hhtHardcoal,2020,capaConvResi,0.482,
usa,maine,hhtHardcoal,2025,capaConvResi,0.362,
usa,maine,hhtHardcoal,2030,capaConvResi,0.271,
usa,maine,hhtHardcoal,2035,capaConvResi,0.203,
usa,maryland,hhtHardcoal,2015,capaConvResi,3.565,
usa,maryland,hhtHardcoal,2020,capaConvResi,2.674,
usa,maryland,hhtHardcoal,2025,capaConvResi,2.005,
usa,maryland,hhtHardcoal,2030,capaConvResi,1.504,
usa,maryland,hhtHardcoal,2035,capaConvResi,1.128,
usa,massachusetts,hhtHardcoal,2015,capaConvResi,5.137,
usa,massachusetts,hhtHardcoal,2020,capaConvResi,3.853,
usa,massachusetts,hhtHardcoal,2025,capaConvResi,2.889,
usa,massachusetts,hhtHardcoal,2030,capaConvResi,2.167,
usa,massachusetts,hhtHardcoal,2035,capaConvResi,1.625,
usa,michigan,hhtHardcoal,2015,capaConvResi,7.895,
usa,michigan,hhtHardcoal,2020,capaConvResi,5.921,
usa,michigan,hhtHardcoal,2025,capaConvResi,4.441,
usa,michigan,hhtHardcoal,2030,capaConvResi,3.331,
usa,michigan,hhtHardcoal,2035,capaConvResi,2.498,
usa,minnesota,hhtHardcoal,2015,capaConvResi,5.018,
usa,minnesota,hhtHardcoal,2020,capaConvResi,3.764,
usa,minnesota,hhtHardcoal,2025,capaConvResi,2.823,
usa,minnesota,hhtHardcoal,2030,capaConvResi,2.117,
usa,minnesota,hhtHardcoal,2035,capaConvResi,1.588,
usa,mississippi,hhtHardcoal,2015,capaConvResi,1.921,
usa,mississippi,hhtHardcoal,2020,capaConvResi,1.441,
usa,mississippi,hhtHardcoal,2025,capaConvResi,1.081,
usa,mississippi,hhtHardcoal,2030,capaConvResi,0.811,
usa,mississippi,hhtHardcoal,2035,capaConvResi,0.608,
usa,missouri,hhtHardcoal,2015,capaConvResi,3.888,
usa,missouri,hhtHardcoal,2020,capaConvResi,2.916,
usa,missouri,hhtHardcoal,2025,capaConvResi,2.187,
usa,missouri,hhtHardcoal,2030,capaConvResi,1.64,
usa,missouri,hhtHardcoal,2035,capaConvResi,1.23,
usa,montana,hhtHardcoal,2015,capaConvResi,0.757,
usa,montana,hhtHardcoal,2020,capaConvResi,0.568,
usa,montana,hhtHardcoal,2025,capaConvResi,0.426,
usa,montana,hhtHardcoal,2030,capaConvResi,0.319,
usa,montana,hhtHardcoal,2035,capaConvResi,0.24,
usa,nebraska,hhtHardcoal,2015,capaConvResi,1.635,
usa,nebraska,hhtHardcoal,2020,capaConvResi,1.226,
usa,nebraska,hhtHardcoal,2025,capaConvResi,0.92,
usa,nebraska,hhtHardcoal,2030,capaConvResi,0.69,
usa,nebraska,hhtHardcoal,2035,capaConvResi,0.517,
usa,nevada,hhtHardcoal,2015,capaConvResi,1.828,
usa,nevada,hhtHardcoal,2020,capaConvResi,1.371,
usa,nevada,hhtHardcoal,2025,capaConvResi,1.028,
usa,nevada,hhtHardcoal,2030,capaConvResi,0.771,
usa,nevada,hhtHardcoal,2035,capaConvResi,0.578,
usa,newHampshire,hhtHardcoal,2015,capaConvResi,0.834,
usa,newHampshire,hhtHardcoal,2020,capaConvResi,0.625,
usa,newHampshire,hhtHardcoal,2025,capaConvResi,0.469,
usa,newHampshire,hhtHardcoal,2030,capaConvResi,0.352,
usa,newHampshire,hhtHardcoal,2035,capaConvResi,0.264,
usa,newJersey,hhtHardcoal,2015,capaConvResi,5.706,
usa,newJersey,hhtHardcoal,2020,capaConvResi,4.279,
usa,newJersey,hhtHardcoal,2025,capaConvResi,3.21,
usa,newJersey,hhtHardcoal,2030,capaConvResi,2.407,
usa,newJersey,hhtHardcoal,2035,capaConvResi,1.805,
usa,newMexico,hhtHardcoal,2015,capaConvResi,1.542,
usa,newMexico,hhtHardcoal,2020,capaConvResi,1.156,
usa,newMexico,hhtHardcoal,2025,capaConvResi,0.867,
usa,newMexico,hhtHardcoal,2030,capaConvResi,0.65,
usa,newMexico,hhtHardcoal,2035,capaConvResi,0.488,
usa,newYork,hhtHardcoal,2015,capaConvResi,11.18,
usa,newYork,hhtHardcoal,2020,capaConvResi,8.385,
usa,newYork,hhtHardcoal,2025,capaConvResi,6.289,
usa,newYork,hhtHardcoal,2030,capaConvResi,4.716,
usa,newYork,hhtHardcoal,2035,capaConvResi,3.537,
usa,northCarolina,hhtHardcoal,2015,capaConvResi,8.752,
usa,northCarolina,hhtHardcoal,2020,capaConvResi,6.564,
usa,northCarolina,hhtHardcoal,2025,capaConvResi,4.923,
usa,northCarolina,hhtHardcoal,2030,capaConvResi,3.692,
usa,northCarolina,hhtHardcoal,2035,capaConvResi,2.769,
usa,northDakota,hhtHardcoal,2015,capaConvResi,1.4,
usa,northDakota,hhtHardcoal,2020,capaConvResi,1.05,
usa,northDakota,hhtHardcoal,2025,capaConvResi,0.788,
usa,northDakota,hhtHardcoal,2030,capaConvResi,0.591,
usa,northDakota,hhtHardcoal,2035,capaConvResi,0.443,
usa,ohio,hhtHardcoal,2015,capaConvResi,9.653,
usa,ohio,hhtHardcoal,2020,capaConvResi,7.24,
usa,ohio,hhtHardcoal,2025,capaConvResi,5.43,
usa,ohio,hhtHardcoal,2030,capaConvResi,4.073,
usa,ohio,hhtHardcoal,2035,capaConvResi,3.054,
usa,oklahoma,hhtHardcoal,2015,capaConvResi,4.511,
usa,oklahoma,hhtHardcoal,2020,capaConvResi,3.383,
usa,oklahoma,hhtHardcoal,2025,capaConvResi,2.537,
usa,oklahoma,hhtHardcoal,2030,capaConvResi,1.903,
usa,oklahoma,hhtHardcoal,2035,capaConvResi,1.427,
usa,oregon,hhtHardcoal,2015,capaConvResi,4.682,
usa,oregon,hhtHardcoal,2020,capaConvResi,3.512,
usa,oregon,hhtHardcoal,2025,capaConvResi,2.634,
usa,oregon,hhtHardcoal,2030,capaConvResi,1.975,
usa,oregon,hhtHardcoal,2035,capaConvResi,1.482,
usa,pennsylvania,hhtHardcoal,2015,capaConvResi,9.622,
usa,pennsylvania,hhtHardcoal,2020,capaConvResi,7.217,
usa,pennsylvania,hhtHardcoal,2025,capaConvResi,5.413,
usa,pennsylvania,hhtHardcoal,2030,capaConvResi,4.059,
usa,pennsylvania,hhtHardcoal,2035,capaConvResi,3.045,
usa,rhodeIsland,hhtHardcoal,2015,capaConvResi,0.562,
usa,rhodeIsland,hhtHardcoal,2020,capaConvResi,0.421,
usa,rhodeIsland,hhtHardcoal,2025,capaConvResi,0.316,
usa,rhodeIsland,hhtHardcoal,2030,capaConvResi,0.237,
usa,rhodeIsland,hhtHardcoal,2035,capaConvResi,0.178,
usa,southCarolina,hhtHardcoal,2015,capaConvResi,3.265,
usa,southCarolina,hhtHardcoal,2020,capaConvResi,2.449,
usa,southCarolina,hhtHardcoal,2025,capaConvResi,1.837,
usa,southCarolina,hhtHardcoal,2030,capaConvResi,1.378,
usa,southCarolina,hhtHardcoal,2035,capaConvResi,1.033,
usa,southDakota,hhtHardcoal,2015,capaConvResi,0.555,
usa,southDakota,hhtHardcoal,2020,capaConvResi,0.416,
usa,southDakota,hhtHardcoal,2025,capaConvResi,0.312,
usa,southDakota,hhtHardcoal,2030,capaConvResi,0.234,
usa,southDakota,hhtHardcoal,2035,capaConvResi,0.175,
usa,tennessee,hhtHardcoal,2015,capaConvResi,4.198,
usa,tennessee,hhtHardcoal,2020,capaConvResi,3.149,
usa,tennessee,hhtHardcoal,2025,capaConvResi,2.361,
usa,tennessee,hhtHardcoal,2030,capaConvResi,1.771,
usa,tennessee,hhtHardcoal,2035,capaConvResi,1.328,
usa,texas,hhtHardcoal,2015,capaConvResi,44.398,
usa,texas,hhtHardcoal,2020,capaConvResi,33.299,
usa,texas,hhtHardcoal,2025,capaConvResi,24.974,
usa,texas,hhtHardcoal,2030,capaConvResi,18.731,
usa,texas,hhtHardcoal,2035,capaConvResi,14.048,
usa,utah,hhtHardcoal,2015,capaConvResi,2.324,
usa,utah,hhtHardcoal,2020,capaConvResi,1.743,
usa,utah,hhtHardcoal,2025,capaConvResi,1.308,
usa,utah,hhtHardcoal,2030,capaConvResi,0.981,
usa,utah,hhtHardcoal,2035,capaConvResi,0.735,
usa,vermont,hhtHardcoal,2015,capaConvResi,0.407,
usa,vermont,hhtHardcoal,2020,capaConvResi,0.305,
usa,vermont,hhtHardcoal,2025,capaConvResi,0.229,
usa,vermont,hhtHardcoal,2030,capaConvResi,0.172,
usa,vermont,hhtHardcoal,2035,capaConvResi,0.129,
usa,virginia,hhtHardcoal,2015,capaConvResi,5.195,
usa,virginia,hhtHardcoal,2020,capaConvResi,3.897,
usa,virginia,hhtHardcoal,2025,capaConvResi,2.922,
usa,virginia,hhtHardcoal,2030,capaConvResi,2.192,
usa,virginia,hhtHardcoal,2035,capaConvResi,1.644,
usa,washington,hhtHardcoal,2015,capaConvResi,5.679,
usa,washington,hhtHardcoal,2020,capaConvResi,4.26,
usa,washington,hhtHardcoal,2025,capaConvResi,3.195,
usa,washington,hhtHardcoal,2030,capaConvResi,2.396,
usa,washington,hhtHardcoal,2035,capaConvResi,1.797,
usa,westVirginia,hhtHardcoal,2015,capaConvResi,2.013,
usa,westVirginia,hhtHardcoal,2020,capaConvResi,1.51,
usa,westVirginia,hhtHardcoal,2025,capaConvResi,1.132,
usa,westVirginia,hhtHardcoal,2030,capaConvResi,0.849,
usa,westVirginia,hhtHardcoal,2035,capaConvResi,0.637,
usa,wisconsin,hhtHardcoal,2015,capaConvResi,5.012,
usa,wisconsin,hhtHardcoal,2020,capaConvResi,3.759,
usa,wisconsin,hhtHardcoal,2025,capaConvResi,2.819,
usa,wisconsin,hhtHardcoal,2030,capaConvResi,2.114,
usa,wisconsin,hhtHardcoal,2035,capaConvResi,1.586,
usa,wyoming,hhtHardcoal,2015,capaConvResi,1.552,
usa,wyoming,hhtHardcoal,2020,capaConvResi,1.164,
usa,wyoming,hhtHardcoal,2025,capaConvResi,0.873,
usa,wyoming,hhtHardcoal,2030,capaConvResi,0.655,
usa,wyoming,hhtHardcoal,2035,capaConvResi,0.491,
usa,alabama,hhtGas,2015,capaConvResi,5.448,
usa,alabama,hhtGas,2020,capaConvResi,4.086,
usa,alabama,hhtGas,2025,capaConvResi,3.064,
usa,alabama,hhtGas,2030,capaConvResi,2.298,
usa,alabama,hhtGas,2035,capaConvResi,1.724,
usa,arizona,hhtGas,2015,capaConvResi,5.705,
usa,arizona,hhtGas,2020,capaConvResi,4.279,
usa,arizona,hhtGas,2025,capaConvResi,3.209,
usa,arizona,hhtGas,2030,capaConvResi,2.407,
usa,arizona,hhtGas,2035,capaConvResi,1.805,
usa,arkansas,hhtGas,2015,capaConvResi,2.946,
usa,arkansas,hhtGas,2020,capaConvResi,2.21,
usa,arkansas,hhtGas,2025,capaConvResi,1.657,
usa,arkansas,hhtGas,2030,capaConvResi,1.243,
usa,arkansas,hhtGas,2035,capaConvResi,0.932,
usa,california,hhtGas,2015,capaConvResi,41.142,
usa,california,hhtGas,2020,capaConvResi,30.857,
usa,california,hhtGas,2025,capaConvResi,23.142,
usa,california,hhtGas,2030,capaConvResi,17.357,
usa,california,hhtGas,2035,capaConvResi,13.018,
usa,colorado,hhtGas,2015,capaConvResi,7.123,
usa,colorado,hhtGas,2020,capaConvResi,5.342,
usa,colorado,hhtGas,2025,capaConvResi,4.007,
usa,colorado,hhtGas,2030,capaConvResi,3.005,
usa,colorado,hhtGas,2035,capaConvResi,2.254,
usa,connecticut,hhtGas,2015,capaConvResi,4.183,
usa,connecticut,hhtGas,2020,capaConvResi,3.137,
usa,connecticut,hhtGas,2025,capaConvResi,2.353,
usa,connecticut,hhtGas,2030,capaConvResi,1.765,
usa,connecticut,hhtGas,2035,capaConvResi,1.323,
usa,delaware,hhtGas,2015,capaConvResi,0.8,
usa,delaware,hhtGas,2020,capaConvResi,0.6,
usa,delaware,hhtGas,2025,capaConvResi,0.45,
usa,delaware,hhtGas,2030,capaConvResi,0.338,
usa,delaware,hhtGas,2035,capaConvResi,0.253,
usa,florida,hhtGas,2015,capaConvResi,12.527,
usa,florida,hhtGas,2020,capaConvResi,9.395,
usa,florida,hhtGas,2025,capaConvResi,7.046,
usa,florida,hhtGas,2030,capaConvResi,5.285,
usa,florida,hhtGas,2035,capaConvResi,3.964,
usa,georgia,hhtGas,2015,capaConvResi,8.805,
usa,georgia,hhtGas,2020,capaConvResi,6.604,
usa,georgia,hhtGas,2025,capaConvResi,4.953,
usa,georgia,hhtGas,2030,capaConvResi,3.714,
usa,georgia,hhtGas,2035,capaConvResi,2.786,
usa,idaho,hhtGas,2015,capaConvResi,1.433,
usa,idaho,hhtGas,2020,capaConvResi,1.074,
usa,idaho,hhtGas,2025,capaConvResi,0.806,
usa,idaho,hhtGas,2030,capaConvResi,0.604,
usa,idaho,hhtGas,2035,capaConvResi,0.453,
usa,illinois,hhtGas,2015,capaConvResi,14.683,
usa,illinois,hhtGas,2020,capaConvResi,11.013,
usa,illinois,hhtGas,2025,capaConvResi,8.259,
usa,illinois,hhtGas,2030,capaConvResi,6.195,
usa,illinois,hhtGas,2035,capaConvResi,4.646,
usa,indiana,hhtGas,2015,capaConvResi,10.869,
usa,indiana,hhtGas,2020,capaConvResi,8.151,
usa,indiana,hhtGas,2025,capaConvResi,6.114,
usa,indiana,hhtGas,2030,capaConvResi,4.585,
usa,indiana,hhtGas,2035,capaConvResi,3.439,
usa,iowa,hhtGas,2015,capaConvResi,4.438,
usa,iowa,hhtGas,2020,capaConvResi,3.329,
usa,iowa,hhtGas,2025,capaConvResi,2.496,
usa,iowa,hhtGas,2030,capaConvResi,1.872,
usa,iowa,hhtGas,2035,capaConvResi,1.404,
usa,kansas,hhtGas,2015,capaConvResi,3.129,
usa,kansas,hhtGas,2020,capaConvResi,2.347,
usa,kansas,hhtGas,2025,capaConvResi,1.76,
usa,kansas,hhtGas,2030,capaConvResi,1.32,
usa,kansas,hhtGas,2035,capaConvResi,0.99,
usa,kentucky,hhtGas,2015,capaConvResi,5.208,
usa,kentucky,hhtGas,2020,capaConvResi,3.906,
usa,kentucky,hhtGas,2025,capaConvResi,2.93,
usa,kentucky,hhtGas,2030,capaConvResi,2.197,
usa,kentucky,hhtGas,2035,capaConvResi,1.648,
usa,louisiana,hhtGas,2015,capaConvResi,9.979,
usa,louisiana,hhtGas,2020,capaConvResi,7.484,
usa,louisiana,hhtGas,2025,capaConvResi,5.613,
usa,louisiana,hhtGas,2030,capaConvResi,4.21,
usa,louisiana,hhtGas,2035,capaConvResi,3.157,
usa,maine,hhtGas,2015,capaConvResi,0.941,
usa,maine,hhtGas,2020,capaConvResi,0.706,
usa,maine,hhtGas,2025,capaConvResi,0.529,
usa,maine,hhtGas,2030,capaConvResi,0.397,
usa,maine,hhtGas,2035,capaConvResi,0.298,
usa,maryland,hhtGas,2015,capaConvResi,5.218,
usa,maryland,hhtGas,2020,capaConvResi,3.914,
usa,maryland,hhtGas,2025,capaConvResi,2.935,
usa,maryland,hhtGas,2030,capaConvResi,2.202,
usa,maryland,hhtGas,2035,capaConvResi,1.651,
usa,massachusetts,hhtGas,2015,capaConvResi,7.519,
usa,massachusetts,hhtGas,2020,capaConvResi,5.639,
usa,massachusetts,hhtGas,2025,capaConvResi,4.229,
usa,massachusetts,hhtGas,2030,capaConvResi,3.172,
usa,massachusetts,hhtGas,2035,capaConvResi,2.379,
usa,michigan,hhtGas,2015,capaConvResi,11.556,
usa,michigan,hhtGas,2020,capaConvResi,8.667,
usa,michigan,hhtGas,2025,capaConvResi,6.5,
usa,michigan,hhtGas,2030,capaConvResi,4.875,
usa,michigan,hhtGas,2035,capaConvResi,3.656,
usa,minnesota,hhtGas,2015,capaConvResi,7.345,
usa,minnesota,hhtGas,2020,capaConvResi,5.509,
usa,minnesota,hhtGas,2025,capaConvResi,4.132,
usa,minnesota,hhtGas,2030,capaConvResi,3.099,
usa,minnesota,hhtGas,2035,capaConvResi,2.324,
usa,mississippi,hhtGas,2015,capaConvResi,2.812,
usa,mississippi,hhtGas,2020,capaConvResi,2.109,
usa,mississippi,hhtGas,2025,capaConvResi,1.582,
usa,mississippi,hhtGas,2030,capaConvResi,1.186,
usa,mississippi,hhtGas,2035,capaConvResi,0.89,
usa,missouri,hhtGas,2015,capaConvResi,5.691,
usa,missouri,hhtGas,2020,capaConvResi,4.268,
usa,missouri,hhtGas,2025,capaConvResi,3.201,
usa,missouri,hhtGas,2030,capaConvResi,2.401,
usa,missouri,hhtGas,2035,capaConvResi,1.801,
usa,montana,hhtGas,2015,capaConvResi,1.108,
usa,montana,hhtGas,2020,capaConvResi,0.831,
usa,montana,hhtGas,2025,capaConvResi,0.623,
usa,montana,hhtGas,2030,capaConvResi,0.468,
usa,montana,hhtGas,2035,capaConvResi,0.351,
usa,nebraska,hhtGas,2015,capaConvResi,2.393,
usa,nebraska,hhtGas,2020,capaConvResi,1.795,
usa,nebraska,hhtGas,2025,capaConvResi,1.346,
usa,nebraska,hhtGas,2030,capaConvResi,1.01,
usa,nebraska,hhtGas,2035,capaConvResi,0.757,
usa,nevada,hhtGas,2015,capaConvResi,2.675,
usa,nevada,hhtGas,2020,capaConvResi,2.007,
usa,nevada,hhtGas,2025,capaConvResi,1.505,
usa,nevada,hhtGas,2030,capaConvResi,1.129,
usa,nevada,hhtGas,2035,capaConvResi,0.847,
usa,newHampshire,hhtGas,2015,capaConvResi,1.22,
usa,newHampshire,hhtGas,2020,capaConvResi,0.915,
usa,newHampshire,hhtGas,2025,capaConvResi,0.686,
usa,newHampshire,hhtGas,2030,capaConvResi,0.515,
usa,newHampshire,hhtGas,2035,capaConvResi,0.386,
usa,newJersey,hhtGas,2015,capaConvResi,8.352,
usa,newJersey,hhtGas,2020,capaConvResi,6.264,
usa,newJersey,hhtGas,2025,capaConvResi,4.698,
usa,newJersey,hhtGas,2030,capaConvResi,3.523,
usa,newJersey,hhtGas,2035,capaConvResi,2.643,
usa,newMexico,hhtGas,2015,capaConvResi,2.257,
usa,newMexico,hhtGas,2020,capaConvResi,1.692,
usa,newMexico,hhtGas,2025,capaConvResi,1.269,
usa,newMexico,hhtGas,2030,capaConvResi,0.952,
usa,newMexico,hhtGas,2035,capaConvResi,0.714,
usa,newYork,hhtGas,2015,capaConvResi,16.364,
usa,newYork,hhtGas,2020,capaConvResi,12.273,
usa,newYork,hhtGas,2025,capaConvResi,9.205,
usa,newYork,hhtGas,2030,capaConvResi,6.903,
usa,newYork,hhtGas,2035,capaConvResi,5.178,
usa,northCarolina,hhtGas,2015,capaConvResi,12.81,
usa,northCarolina,hhtGas,2020,capaConvResi,9.608,
usa,northCarolina,hhtGas,2025,capaConvResi,7.206,
usa,northCarolina,hhtGas,2030,capaConvResi,5.404,
usa,northCarolina,hhtGas,2035,capaConvResi,4.053,
usa,northDakota,hhtGas,2015,capaConvResi,2.049,
usa,northDakota,hhtGas,2020,capaConvResi,1.537,
usa,northDakota,hhtGas,2025,capaConvResi,1.153,
usa,northDakota,hhtGas,2030,capaConvResi,0.865,
usa,northDakota,hhtGas,2035,capaConvResi,0.648,
usa,ohio,hhtGas,2015,capaConvResi,14.13,
usa,ohio,hhtGas,2020,capaConvResi,10.597,
usa,ohio,hhtGas,2025,capaConvResi,7.948,
usa,ohio,hhtGas,2030,capaConvResi,5.961,
usa,ohio,hhtGas,2035,capaConvResi,4.471,
usa,oklahoma,hhtGas,2015,capaConvResi,6.602,
usa,oklahoma,hhtGas,2020,capaConvResi,4.952,
usa,oklahoma,hhtGas,2025,capaConvResi,3.714,
usa,oklahoma,hhtGas,2030,capaConvResi,2.785,
usa,oklahoma,hhtGas,2035,capaConvResi,2.089,
usa,oregon,hhtGas,2015,capaConvResi,6.853,
usa,oregon,hhtGas,2020,capaConvResi,5.14,
usa,oregon,hhtGas,2025,capaConvResi,3.855,
usa,oregon,hhtGas,2030,capaConvResi,2.891,
usa,oregon,hhtGas,2035,capaConvResi,2.168,
usa,pennsylvania,hhtGas,2015,capaConvResi,25.434,
usa,pennsylvania,hhtGas,2020,capaConvResi,19.075,
usa,pennsylvania,hhtGas,2025,capaConvResi,14.306,
usa,pennsylvania,hhtGas,2030,capaConvResi,10.73,
usa,pennsylvania,hhtGas,2035,capaConvResi,8.047,
usa,rhodeIsland,hhtGas,2015,capaConvResi,0.822,
usa,rhodeIsland,hhtGas,2020,capaConvResi,0.616,
usa,rhodeIsland,hhtGas,2025,capaConvResi,0.462,
usa,rhodeIsland,hhtGas,2030,capaConvResi,0.347,
