region_2,carrier_1,timestep_2,technology_1,technology_2,parameter,value
wisconsin,mobilityFreight,2035,frtRail,,genLow,38018.4
wisconsin,mobilityFreight,2040,frtRail,,genLow,41872.8
wisconsin,mobilityFreight,2045,frtRail,,genLow,45902.4
wisconsin,mobilityFreight,2050,frtRail,,genLow,50457.6
wyoming,mobilityFreight,2015,frtRail,,genLow,210064.8
wyoming,mobilityFreight,2020,frtRail,,genLow,230738.4
wyoming,mobilityFreight,2025,frtRail,,genLow,253339.2
wyoming,mobilityFreight,2030,frtRail,,genLow,278568
wyoming,mobilityFreight,2035,frtRail,,genLow,306074.4
wyoming,mobilityFreight,2040,frtRail,,genLow,336033.6
wyoming,mobilityFreight,2045,frtRail,,genLow,369321.6
wyoming,mobilityFreight,2050,frtRail,,genLow,405763.2
alabama,mobilityFreight,2015,frtRoad,,genLow,18396
alabama,mobilityFreight,2020,frtRoad,,genLow,20148
alabama,mobilityFreight,2025,frtRoad,,genLow,22250.4
alabama,mobilityFreight,2030,frtRoad,,genLow,24352.8
alabama,mobilityFreight,2035,frtRoad,,genLow,26805.6
alabama,mobilityFreight,2040,frtRoad,,genLow,29433.6
alabama,mobilityFreight,2045,frtRoad,,genLow,32412
alabama,mobilityFreight,2050,frtRoad,,genLow,35565.6
alaska,mobilityFreight,2015,frtRoad,,genLow,2452.8
alaska,mobilityFreight,2020,frtRoad,,genLow,2628
alaska,mobilityFreight,2025,frtRoad,,genLow,2803.2
alaska,mobilityFreight,2030,frtRoad,,genLow,3153.6
alaska,mobilityFreight,2035,frtRoad,,genLow,3504
alaska,mobilityFreight,2040,frtRoad,,genLow,3854.4
alaska,mobilityFreight,2045,frtRoad,,genLow,4380
alaska,mobilityFreight,2050,frtRoad,,genLow,4555.2
arizona,mobilityFreight,2015,frtRoad,,genLow,22776
arizona,mobilityFreight,2020,frtRoad,,genLow,24878.4
arizona,mobilityFreight,2025,frtRoad,,genLow,27331.2
arizona,mobilityFreight,2030,frtRoad,,genLow,29959.2
arizona,mobilityFreight,2035,frtRoad,,genLow,33112.8
arizona,mobilityFreight,2040,frtRoad,,genLow,36266.4
arizona,mobilityFreight,2045,frtRoad,,genLow,39945.6
arizona,mobilityFreight,2050,frtRoad,,genLow,43800
arkansas,mobilityFreight,2015,frtRoad,,genLow,20498.4
arkansas,mobilityFreight,2020,frtRoad,,genLow,22600.8
arkansas,mobilityFreight,2025,frtRoad,,genLow,24878.4
arkansas,mobilityFreight,2030,frtRoad,,genLow,27331.2
arkansas,mobilityFreight,2035,frtRoad,,genLow,29959.2
arkansas,mobilityFreight,2040,frtRoad,,genLow,33112.8
arkansas,mobilityFreight,2045,frtRoad,,genLow,36266.4
arkansas,mobilityFreight,2050,frtRoad,,genLow,39945.6
bajaCalifornia,mobilityFreight,2015,frtRoad,,genLow,2102.4
bajaCalifornia,mobilityFreight,2020,frtRoad,,genLow,2452.8
bajaCalifornia,mobilityFreight,2025,frtRoad,,genLow,2628
bajaCalifornia,mobilityFreight,2030,frtRoad,,genLow,2978.4
bajaCalifornia,mobilityFreight,2035,frtRoad,,genLow,3504
bajaCalifornia,mobilityFreight,2040,frtRoad,,genLow,4029.6
bajaCalifornia,mobilityFreight,2045,frtRoad,,genLow,4380
bajaCalifornia,mobilityFreight,2050,frtRoad,,genLow,5080.8
bajaCaliforniaSur,mobilityFreight,2015,frtRoad,,genLow,0
bajaCaliforniaSur,mobilityFreight,2020,frtRoad,,genLow,0
bajaCaliforniaSur,mobilityFreight,2025,frtRoad,,genLow,0
bajaCaliforniaSur,mobilityFreight,2030,frtRoad,,genLow,0
bajaCaliforniaSur,mobilityFreight,2035,frtRoad,,genLow,0
bajaCaliforniaSur,mobilityFreight,2040,frtRoad,,genLow,175.2
bajaCaliforniaSur,mobilityFreight,2045,frtRoad,,genLow,175.2
bajaCaliforniaSur,mobilityFreight,2050,frtRoad,,genLow,175.2
california,mobilityFreight,2015,frtRoad,,genLow,142963.2
california,mobilityFreight,2020,frtRoad,,genLow,157154.4
california,mobilityFreight,2025,frtRoad,,genLow,172747.2
california,mobilityFreight,2030,frtRoad,,genLow,189741.6
california,mobilityFreight,2035,frtRoad,,genLow,208488
california,mobilityFreight,2040,frtRoad,,genLow,228986.4
california,mobilityFreight,2045,frtRoad,,genLow,251587.2
california,mobilityFreight,2050,frtRoad,,genLow,276465.6
canada_,mobilityFreight,2015,frtRoad,,genLow,119836.8
canada_,mobilityFreight,2020,frtRoad,,genLow,131750.4
canada_,mobilityFreight,2025,frtRoad,,genLow,144715.2
canada_,mobilityFreight,2030,frtRoad,,genLow,159081.6
canada_,mobilityFreight,2035,frtRoad,,genLow,174849.6
canada_,mobilityFreight,2040,frtRoad,,genLow,192019.2
canada_,mobilityFreight,2045,frtRoad,,genLow,210940.8
canada_,mobilityFreight,2050,frtRoad,,genLow,231789.6
central,mobilityFreight,2015,frtRoad,,genLow,23476.8
central,mobilityFreight,2020,frtRoad,,genLow,26455.2
central,mobilityFreight,2025,frtRoad,,genLow,29959.2
central,mobilityFreight,2030,frtRoad,,genLow,33813.6
central,mobilityFreight,2035,frtRoad,,genLow,38193.6
central,mobilityFreight,2040,frtRoad,,genLow,43099.2
central,mobilityFreight,2045,frtRoad,,genLow,48705.6
central,mobilityFreight,2050,frtRoad,,genLow,55012.8
colorado,mobilityFreight,2015,frtRoad,,genLow,15943.2
colorado,mobilityFreight,2020,frtRoad,,genLow,17520
colorado,mobilityFreight,2025,frtRoad,,genLow,19272
colorado,mobilityFreight,2030,frtRoad,,genLow,21199.2
colorado,mobilityFreight,2035,frtRoad,,genLow,23301.6
colorado,mobilityFreight,2040,frtRoad,,genLow,25579.2
colorado,mobilityFreight,2045,frtRoad,,genLow,28032
colorado,mobilityFreight,2050,frtRoad,,genLow,30835.2
connecticut,mobilityFreight,2015,frtRoad,,genLow,3504
connecticut,mobilityFreight,2020,frtRoad,,genLow,3854.4
connecticut,mobilityFreight,2025,frtRoad,,genLow,4204.8
connecticut,mobilityFreight,2030,frtRoad,,genLow,4730.4
connecticut,mobilityFreight,2035,frtRoad,,genLow,5256
connecticut,mobilityFreight,2040,frtRoad,,genLow,5781.6
connecticut,mobilityFreight,2045,frtRoad,,genLow,6307.2
connecticut,mobilityFreight,2050,frtRoad,,genLow,7008
delaware,mobilityFreight,2015,frtRoad,,genLow,1752
delaware,mobilityFreight,2020,frtRoad,,genLow,1927.2
delaware,mobilityFreight,2025,frtRoad,,genLow,2102.4
delaware,mobilityFreight,2030,frtRoad,,genLow,2277.6
delaware,mobilityFreight,2035,frtRoad,,genLow,2452.8
delaware,mobilityFreight,2040,frtRoad,,genLow,2803.2
delaware,mobilityFreight,2045,frtRoad,,genLow,3153.6
delaware,mobilityFreight,2050,frtRoad,,genLow,3328.8
florida,mobilityFreight,2015,frtRoad,,genLow,38544
florida,mobilityFreight,2020,frtRoad,,genLow,42398.4
florida,mobilityFreight,2025,frtRoad,,genLow,46603.2
florida,mobilityFreight,2030,frtRoad,,genLow,51333.6
florida,mobilityFreight,2035,frtRoad,,genLow,56414.4
florida,mobilityFreight,2040,frtRoad,,genLow,61845.6
florida,mobilityFreight,2045,frtRoad,,genLow,67977.6
florida,mobilityFreight,2050,frtRoad,,genLow,74635.2
georgia,mobilityFreight,2015,frtRoad,,genLow,36967.2
georgia,mobilityFreight,2020,frtRoad,,genLow,40646.4
georgia,mobilityFreight,2025,frtRoad,,genLow,44676
georgia,mobilityFreight,2030,frtRoad,,genLow,49056
georgia,mobilityFreight,2035,frtRoad,,genLow,53961.6
georgia,mobilityFreight,2040,frtRoad,,genLow,59217.6
georgia,mobilityFreight,2045,frtRoad,,genLow,65174.4
georgia,mobilityFreight,2050,frtRoad,,genLow,71656.8
idaho,mobilityFreight,2015,frtRoad,,genLow,11212.8
idaho,mobilityFreight,2020,frtRoad,,genLow,12264
idaho,mobilityFreight,2025,frtRoad,,genLow,13490.4
idaho,mobilityFreight,2030,frtRoad,,genLow,14892
idaho,mobilityFreight,2035,frtRoad,,genLow,16293.6
idaho,mobilityFreight,2040,frtRoad,,genLow,18045.6
idaho,mobilityFreight,2045,frtRoad,,genLow,19797.6
idaho,mobilityFreight,2050,frtRoad,,genLow,21724.8
illinois,mobilityFreight,2015,frtRoad,,genLow,77438.4
illinois,mobilityFreight,2020,frtRoad,,genLow,85147.2
illinois,mobilityFreight,2025,frtRoad,,genLow,93556.8
illinois,mobilityFreight,2030,frtRoad,,genLow,102842.4
illinois,mobilityFreight,2035,frtRoad,,genLow,112828.8
illinois,mobilityFreight,2040,frtRoad,,genLow,124041.6
illinois,mobilityFreight,2045,frtRoad,,genLow,136305.6
illinois,mobilityFreight,2050,frtRoad,,genLow,149796
indiana,mobilityFreight,2015,frtRoad,,genLow,126144
indiana,mobilityFreight,2020,frtRoad,,genLow,138583.2
indiana,mobilityFreight,2025,frtRoad,,genLow,152424
indiana,mobilityFreight,2030,frtRoad,,genLow,167316
indiana,mobilityFreight,2035,frtRoad,,genLow,183784.8
indiana,mobilityFreight,2040,frtRoad,,genLow,202005.6
indiana,mobilityFreight,2045,frtRoad,,genLow,221978.4
indiana,mobilityFreight,2050,frtRoad,,genLow,243878.4
iowa,mobilityFreight,2015,frtRoad,,genLow,36616.8
iowa,mobilityFreight,2020,frtRoad,,genLow,40296
iowa,mobilityFreight,2025,frtRoad,,genLow,44150.4
iowa,mobilityFreight,2030,frtRoad,,genLow,48530.4
iowa,mobilityFreight,2035,frtRoad,,genLow,53436
iowa,mobilityFreight,2040,frtRoad,,genLow,58692
iowa,mobilityFreight,2045,frtRoad,,genLow,64473.6
iowa,mobilityFreight,2050,frtRoad,,genLow,70780.8
kansas,mobilityFreight,2015,frtRoad,,genLow,21374.4
kansas,mobilityFreight,2020,frtRoad,,genLow,23476.8
kansas,mobilityFreight,2025,frtRoad,,genLow,25754.4
kansas,mobilityFreight,2030,frtRoad,,genLow,28382.4
kansas,mobilityFreight,2035,frtRoad,,genLow,31010.4
kansas,mobilityFreight,2040,frtRoad,,genLow,34164
kansas,mobilityFreight,2045,frtRoad,,genLow,37492.8
kansas,mobilityFreight,2050,frtRoad,,genLow,41172
kentucky,mobilityFreight,2015,frtRoad,,genLow,14892
kentucky,mobilityFreight,2020,frtRoad,,genLow,16293.6
kentucky,mobilityFreight,2025,frtRoad,,genLow,18045.6
kentucky,mobilityFreight,2030,frtRoad,,genLow,19797.6
kentucky,mobilityFreight,2035,frtRoad,,genLow,21724.8
kentucky,mobilityFreight,2040,frtRoad,,genLow,23827.2
kentucky,mobilityFreight,2045,frtRoad,,genLow,26280
kentucky,mobilityFreight,2050,frtRoad,,genLow,28908
louisiana,mobilityFreight,2015,frtRoad,,genLow,16118.4
louisiana,mobilityFreight,2020,frtRoad,,genLow,17695.2
louisiana,mobilityFreight,2025,frtRoad,,genLow,19447.2
louisiana,mobilityFreight,2030,frtRoad,,genLow,21374.4
louisiana,mobilityFreight,2035,frtRoad,,genLow,23476.8
louisiana,mobilityFreight,2040,frtRoad,,genLow,25754.4
louisiana,mobilityFreight,2045,frtRoad,,genLow,28382.4
louisiana,mobilityFreight,2050,frtRoad,,genLow,31185.6
maine,mobilityFreight,2015,frtRoad,,genLow,3679.2
maine,mobilityFreight,2020,frtRoad,,genLow,4029.6
maine,mobilityFreight,2025,frtRoad,,genLow,4555.2
maine,mobilityFreight,2030,frtRoad,,genLow,5080.8
maine,mobilityFreight,2035,frtRoad,,genLow,5431.2
maine,mobilityFreight,2040,frtRoad,,genLow,5956.8
maine,mobilityFreight,2045,frtRoad,,genLow,6657.6
maine,mobilityFreight,2050,frtRoad,,genLow,7358.4
maryland,mobilityFreight,2015,frtRoad,,genLow,6307.2
maryland,mobilityFreight,2020,frtRoad,,genLow,6832.8
maryland,mobilityFreight,2025,frtRoad,,genLow,7533.6
maryland,mobilityFreight,2030,frtRoad,,genLow,8409.6
maryland,mobilityFreight,2035,frtRoad,,genLow,9110.4
maryland,mobilityFreight,2040,frtRoad,,genLow,10161.6
maryland,mobilityFreight,2045,frtRoad,,genLow,11037.6
maryland,mobilityFreight,2050,frtRoad,,genLow,12264
massachusetts,mobilityFreight,2015,frtRoad,,genLow,6482.4
massachusetts,mobilityFreight,2020,frtRoad,,genLow,7358.4
massachusetts,mobilityFreight,2025,frtRoad,,genLow,7884
massachusetts,mobilityFreight,2030,frtRoad,,genLow,8760
massachusetts,mobilityFreight,2035,frtRoad,,genLow,9636
massachusetts,mobilityFreight,2040,frtRoad,,genLow,10512
massachusetts,mobilityFreight,2045,frtRoad,,genLow,11563.2
massachusetts,mobilityFreight,2050,frtRoad,,genLow,12789.6
michigan,mobilityFreight,2015,frtRoad,,genLow,34339.2
michigan,mobilityFreight,2020,frtRoad,,genLow,37668
michigan,mobilityFreight,2025,frtRoad,,genLow,41347.2
michigan,mobilityFreight,2030,frtRoad,,genLow,45376.8
michigan,mobilityFreight,2035,frtRoad,,genLow,49932
michigan,mobilityFreight,2040,frtRoad,,genLow,54837.6
michigan,mobilityFreight,2045,frtRoad,,genLow,60268.8
michigan,mobilityFreight,2050,frtRoad,,genLow,66225.6
minnesota,mobilityFreight,2015,frtRoad,,genLow,34514.4
minnesota,mobilityFreight,2020,frtRoad,,genLow,37843.2
minnesota,mobilityFreight,2025,frtRoad,,genLow,41697.6
minnesota,mobilityFreight,2030,frtRoad,,genLow,45727.2
minnesota,mobilityFreight,2035,frtRoad,,genLow,50282.4
minnesota,mobilityFreight,2040,frtRoad,,genLow,55188
minnesota,mobilityFreight,2045,frtRoad,,genLow,60794.4
minnesota,mobilityFreight,2050,frtRoad,,genLow,66751.2
mississippi,mobilityFreight,2015,frtRoad,,genLow,15768
mississippi,mobilityFreight,2020,frtRoad,,genLow,17344.8
mississippi,mobilityFreight,2025,frtRoad,,genLow,19096.8
mississippi,mobilityFreight,2030,frtRoad,,genLow,21024
mississippi,mobilityFreight,2035,frtRoad,,genLow,23126.4
mississippi,mobilityFreight,2040,frtRoad,,genLow,25404
mississippi,mobilityFreight,2045,frtRoad,,genLow,27856.8
mississippi,mobilityFreight,2050,frtRoad,,genLow,30660
missouri,mobilityFreight,2015,frtRoad,,genLow,34864.8
missouri,mobilityFreight,2020,frtRoad,,genLow,38193.6
missouri,mobilityFreight,2025,frtRoad,,genLow,42048
missouri,mobilityFreight,2030,frtRoad,,genLow,46252.8
missouri,mobilityFreight,2035,frtRoad,,genLow,50808
missouri,mobilityFreight,2040,frtRoad,,genLow,55713.6
missouri,mobilityFreight,2045,frtRoad,,genLow,61320
missouri,mobilityFreight,2050,frtRoad,,genLow,67276.8
montana,mobilityFreight,2015,frtRoad,,genLow,12264
montana,mobilityFreight,2020,frtRoad,,genLow,13665.6
montana,mobilityFreight,2025,frtRoad,,genLow,14892
montana,mobilityFreight,2030,frtRoad,,genLow,16468.8
montana,mobilityFreight,2035,frtRoad,,genLow,18045.6
montana,mobilityFreight,2040,frtRoad,,genLow,19797.6
montana,mobilityFreight,2045,frtRoad,,genLow,21724.8
montana,mobilityFreight,2050,frtRoad,,genLow,24002.4
nebraska,mobilityFreight,2015,frtRoad,,genLow,29784
nebraska,mobilityFreight,2020,frtRoad,,genLow,32762.4
nebraska,mobilityFreight,2025,frtRoad,,genLow,36091.2
nebraska,mobilityFreight,2030,frtRoad,,genLow,39770.4
nebraska,mobilityFreight,2035,frtRoad,,genLow,43624.8
nebraska,mobilityFreight,2040,frtRoad,,genLow,47829.6
nebraska,mobilityFreight,2045,frtRoad,,genLow,52560
nebraska,mobilityFreight,2050,frtRoad,,genLow,57816
nevada,mobilityFreight,2015,frtRoad,,genLow,4029.6
nevada,mobilityFreight,2020,frtRoad,,genLow,4380
nevada,mobilityFreight,2025,frtRoad,,genLow,4730.4
nevada,mobilityFreight,2030,frtRoad,,genLow,5256
nevada,mobilityFreight,2035,frtRoad,,genLow,5781.6
nevada,mobilityFreight,2040,frtRoad,,genLow,6307.2
nevada,mobilityFreight,2045,frtRoad,,genLow,7008
nevada,mobilityFreight,2050,frtRoad,,genLow,7533.6
newHampshire,mobilityFreight,2015,frtRoad,,genLow,2102.4
newHampshire,mobilityFreight,2020,frtRoad,,genLow,2277.6
newHampshire,mobilityFreight,2025,frtRoad,,genLow,2452.8
newHampshire,mobilityFreight,2030,frtRoad,,genLow,2803.2
newHampshire,mobilityFreight,2035,frtRoad,,genLow,2978.4
newHampshire,mobilityFreight,2040,frtRoad,,genLow,3504
newHampshire,mobilityFreight,2045,frtRoad,,genLow,3679.2
newHampshire,mobilityFreight,2050,frtRoad,,genLow,4204.8
newJersey,mobilityFreight,2015,frtRoad,,genLow,21549.6
newJersey,mobilityFreight,2020,frtRoad,,genLow,23827.2
newJersey,mobilityFreight,2025,frtRoad,,genLow,26104.8
newJersey,mobilityFreight,2030,frtRoad,,genLow,28732.8
newJersey,mobilityFreight,2035,frtRoad,,genLow,31536
newJersey,mobilityFreight,2040,frtRoad,,genLow,34689.6
newJersey,mobilityFreight,2045,frtRoad,,genLow,38193.6
newJersey,mobilityFreight,2050,frtRoad,,genLow,41872.8
newMexico,mobilityFreight,2015,frtRoad,,genLow,7884
newMexico,mobilityFreight,2020,frtRoad,,genLow,8584.8
newMexico,mobilityFreight,2025,frtRoad,,genLow,9636
newMexico,mobilityFreight,2030,frtRoad,,genLow,10512
newMexico,mobilityFreight,2035,frtRoad,,genLow,11563.2
newMexico,mobilityFreight,2040,frtRoad,,genLow,12789.6
newMexico,mobilityFreight,2045,frtRoad,,genLow,14016
newMexico,mobilityFreight,2050,frtRoad,,genLow,15417.6
newYork,mobilityFreight,2015,frtRoad,,genLow,19622.4
newYork,mobilityFreight,2020,frtRoad,,genLow,21549.6
newYork,mobilityFreight,2025,frtRoad,,genLow,23652
newYork,mobilityFreight,2030,frtRoad,,genLow,25929.6
newYork,mobilityFreight,2035,frtRoad,,genLow,28557.6
newYork,mobilityFreight,2040,frtRoad,,genLow,31536
newYork,mobilityFreight,2045,frtRoad,,genLow,34514.4
newYork,mobilityFreight,2050,frtRoad,,genLow,38018.4
noreste,mobilityFreight,2015,frtRoad,,genLow,8409.6
noreste,mobilityFreight,2020,frtRoad,,genLow,9460.8
noreste,mobilityFreight,2025,frtRoad,,genLow,10862.4
noreste,mobilityFreight,2030,frtRoad,,genLow,12088.8
noreste,mobilityFreight,2035,frtRoad,,genLow,13840.8
noreste,mobilityFreight,2040,frtRoad,,genLow,15592.8
noreste,mobilityFreight,2045,frtRoad,,genLow,17520
noreste,mobilityFreight,2050,frtRoad,,genLow,19797.6
noroeste,mobilityFreight,2015,frtRoad,,genLow,3679.2
noroeste,mobilityFreight,2020,frtRoad,,genLow,4204.8
noroeste,mobilityFreight,2025,frtRoad,,genLow,4555.2
noroeste,mobilityFreight,2030,frtRoad,,genLow,5256
noroeste,mobilityFreight,2035,frtRoad,,genLow,5956.8
noroeste,mobilityFreight,2040,frtRoad,,genLow,6657.6
noroeste,mobilityFreight,2045,frtRoad,,genLow,7533.6
noroeste,mobilityFreight,2050,frtRoad,,genLow,8584.8
norte,mobilityFreight,2015,frtRoad,,genLow,3854.4
norte,mobilityFreight,2020,frtRoad,,genLow,4380
norte,mobilityFreight,2025,frtRoad,,genLow,4905.6
norte,mobilityFreight,2030,frtRoad,,genLow,5431.2
norte,mobilityFreight,2035,frtRoad,,genLow,6307.2
norte,mobilityFreight,2040,frtRoad,,genLow,7008
norte,mobilityFreight,2045,frtRoad,,genLow,8059.2
norte,mobilityFreight,2050,frtRoad,,genLow,9110.4
northCarolina,mobilityFreight,2015,frtRoad,,genLow,37492.8
northCarolina,mobilityFreight,2020,frtRoad,,genLow,41172
northCarolina,mobilityFreight,2025,frtRoad,,genLow,45376.8
northCarolina,mobilityFreight,2030,frtRoad,,genLow,49756.8
northCarolina,mobilityFreight,2035,frtRoad,,genLow,54662.4
northCarolina,mobilityFreight,2040,frtRoad,,genLow,60093.6
northCarolina,mobilityFreight,2045,frtRoad,,genLow,66050.4
northCarolina,mobilityFreight,2050,frtRoad,,genLow,72532.8
northDakota,mobilityFreight,2015,frtRoad,,genLow,18220.8
northDakota,mobilityFreight,2020,frtRoad,,genLow,19972.8
northDakota,mobilityFreight,2025,frtRoad,,genLow,22075.2
northDakota,mobilityFreight,2030,frtRoad,,genLow,24177.6
northDakota,mobilityFreight,2035,frtRoad,,genLow,26630.4
northDakota,mobilityFreight,2040,frtRoad,,genLow,29258.4
northDakota,mobilityFreight,2045,frtRoad,,genLow,32236.8
northDakota,mobilityFreight,2050,frtRoad,,genLow,35390.4
occidental,mobilityFreight,2015,frtRoad,,genLow,15417.6
occidental,mobilityFreight,2020,frtRoad,,genLow,17344.8
occidental,mobilityFreight,2025,frtRoad,,genLow,19622.4
occidental,mobilityFreight,2030,frtRoad,,genLow,22250.4
occidental,mobilityFreight,2035,frtRoad,,genLow,25228.8
occidental,mobilityFreight,2040,frtRoad,,genLow,28382.4
occidental,mobilityFreight,2045,frtRoad,,genLow,32061.6
occidental,mobilityFreight,2050,frtRoad,,genLow,36091.2
ohio,mobilityFreight,2015,frtRoad,,genLow,52735.2
ohio,mobilityFreight,2020,frtRoad,,genLow,57816
ohio,mobilityFreight,2025,frtRoad,,genLow,63597.6
ohio,mobilityFreight,2030,frtRoad,,genLow,69904.8
ohio,mobilityFreight,2035,frtRoad,,genLow,76737.6
ohio,mobilityFreight,2040,frtRoad,,genLow,84446.4
ohio,mobilityFreight,2045,frtRoad,,genLow,92680.8
ohio,mobilityFreight,2050,frtRoad,,genLow,101966.4
oklahoma,mobilityFreight,2015,frtRoad,,genLow,39244.8
oklahoma,mobilityFreight,2020,frtRoad,,genLow,43099.2
oklahoma,mobilityFreight,2025,frtRoad,,genLow,47304
oklahoma,mobilityFreight,2030,frtRoad,,genLow,52034.4
oklahoma,mobilityFreight,2035,frtRoad,,genLow,57115.2
oklahoma,mobilityFreight,2040,frtRoad,,genLow,62896.8
oklahoma,mobilityFreight,2045,frtRoad,,genLow,69028.8
oklahoma,mobilityFreight,2050,frtRoad,,genLow,75861.6
oregon,mobilityFreight,2015,frtRoad,,genLow,15768
oregon,mobilityFreight,2020,frtRoad,,genLow,17169.6
oregon,mobilityFreight,2025,frtRoad,,genLow,18921.6
oregon,mobilityFreight,2030,frtRoad,,genLow,20848.8
oregon,mobilityFreight,2035,frtRoad,,genLow,22951.2
oregon,mobilityFreight,2040,frtRoad,,genLow,25053.6
oregon,mobilityFreight,2045,frtRoad,,genLow,27506.4
oregon,mobilityFreight,2050,frtRoad,,genLow,30309.6
oriental,mobilityFreight,2015,frtRoad,,genLow,8760
oriental,mobilityFreight,2020,frtRoad,,genLow,9986.4
oriental,mobilityFreight,2025,frtRoad,,genLow,11212.8
oriental,mobilityFreight,2030,frtRoad,,genLow,12614.4
oriental,mobilityFreight,2035,frtRoad,,genLow,14366.4
oriental,mobilityFreight,2040,frtRoad,,genLow,16293.6
oriental,mobilityFreight,2045,frtRoad,,genLow,18220.8
oriental,mobilityFreight,2050,frtRoad,,genLow,20673.6
peninsular,mobilityFreight,2015,frtRoad,,genLow,700.8
peninsular,mobilityFreight,2020,frtRoad,,genLow,700.8
peninsular,mobilityFreight,2025,frtRoad,,genLow,876
peninsular,mobilityFreight,2030,frtRoad,,genLow,1051.2
peninsular,mobilityFreight,2035,frtRoad,,genLow,1051.2
peninsular,mobilityFreight,2040,frtRoad,,genLow,1401.6
peninsular,mobilityFreight,2045,frtRoad,,genLow,1401.6
