region_1,region_2,carrier_1,timestep_2,timestep_3,parameter,value
usa,newHampshire,heatLow,2045,q2n,dem,0
usa,newHampshire,heatLow,2050,q2n,dem,0
usa,newHampshire,heatLow,2015,q2m,dem,0
usa,newHampshire,heatLow,2020,q2m,dem,0
usa,newHampshire,heatLow,2025,q2m,dem,0
usa,newHampshire,heatLow,2030,q2m,dem,0
usa,newHampshire,heatLow,2035,q2m,dem,0
usa,newHampshire,heatLow,2040,q2m,dem,0
usa,newHampshire,heatLow,2045,q2m,dem,0
usa,newHampshire,heatLow,2050,q2m,dem,0
usa,newHampshire,heatLow,2015,q2p,dem,0
usa,newHampshire,heatLow,2020,q2p,dem,0
usa,newHampshire,heatLow,2025,q2p,dem,0
usa,newHampshire,heatLow,2030,q2p,dem,0
usa,newHampshire,heatLow,2035,q2p,dem,0
usa,newHampshire,heatLow,2040,q2p,dem,0
usa,newHampshire,heatLow,2045,q2p,dem,0
usa,newHampshire,heatLow,2050,q2p,dem,0
usa,newHampshire,heatLow,2015,q2a,dem,0
usa,newHampshire,heatLow,2020,q2a,dem,0
usa,newHampshire,heatLow,2025,q2a,dem,0
usa,newHampshire,heatLow,2030,q2a,dem,0
usa,newHampshire,heatLow,2035,q2a,dem,0
usa,newHampshire,heatLow,2040,q2a,dem,0
usa,newHampshire,heatLow,2045,q2a,dem,0
usa,newHampshire,heatLow,2050,q2a,dem,0
usa,newHampshire,heatLow,2015,q3n,dem,0
usa,newHampshire,heatLow,2020,q3n,dem,0
usa,newHampshire,heatLow,2025,q3n,dem,0
usa,newHampshire,heatLow,2030,q3n,dem,0
usa,newHampshire,heatLow,2035,q3n,dem,0
usa,newHampshire,heatLow,2040,q3n,dem,0
usa,newHampshire,heatLow,2045,q3n,dem,0
usa,newHampshire,heatLow,2050,q3n,dem,0
usa,newHampshire,heatLow,2015,q3m,dem,0
usa,newHampshire,heatLow,2020,q3m,dem,0
usa,newHampshire,heatLow,2025,q3m,dem,0
usa,newHampshire,heatLow,2030,q3m,dem,0
usa,newHampshire,heatLow,2035,q3m,dem,0
usa,newHampshire,heatLow,2040,q3m,dem,0
usa,newHampshire,heatLow,2045,q3m,dem,0
usa,newHampshire,heatLow,2050,q3m,dem,0
usa,newHampshire,heatLow,2015,q3p,dem,0
usa,newHampshire,heatLow,2020,q3p,dem,0
usa,newHampshire,heatLow,2025,q3p,dem,0
usa,newHampshire,heatLow,2030,q3p,dem,0
usa,newHampshire,heatLow,2035,q3p,dem,0
usa,newHampshire,heatLow,2040,q3p,dem,0
usa,newHampshire,heatLow,2045,q3p,dem,0
usa,newHampshire,heatLow,2050,q3p,dem,0
usa,newHampshire,heatLow,2015,q3a,dem,0
usa,newHampshire,heatLow,2020,q3a,dem,0
usa,newHampshire,heatLow,2025,q3a,dem,0
usa,newHampshire,heatLow,2030,q3a,dem,0
usa,newHampshire,heatLow,2035,q3a,dem,0
usa,newHampshire,heatLow,2040,q3a,dem,0
usa,newHampshire,heatLow,2045,q3a,dem,0
usa,newHampshire,heatLow,2050,q3a,dem,0
usa,newHampshire,heatLow,2015,q4n,dem,0
usa,newHampshire,heatLow,2020,q4n,dem,0
usa,newHampshire,heatLow,2025,q4n,dem,0
usa,newHampshire,heatLow,2030,q4n,dem,0
usa,newHampshire,heatLow,2035,q4n,dem,0
usa,newHampshire,heatLow,2040,q4n,dem,0
usa,newHampshire,heatLow,2045,q4n,dem,0
usa,newHampshire,heatLow,2050,q4n,dem,0
usa,newHampshire,heatLow,2015,q4m,dem,0
usa,newHampshire,heatLow,2020,q4m,dem,0
usa,newHampshire,heatLow,2025,q4m,dem,0
usa,newHampshire,heatLow,2030,q4m,dem,0
usa,newHampshire,heatLow,2035,q4m,dem,0
usa,newHampshire,heatLow,2040,q4m,dem,0
usa,newHampshire,heatLow,2045,q4m,dem,0
usa,newHampshire,heatLow,2050,q4m,dem,0
usa,newHampshire,heatLow,2015,q4p,dem,0
usa,newHampshire,heatLow,2020,q4p,dem,0
usa,newHampshire,heatLow,2025,q4p,dem,0
usa,newHampshire,heatLow,2030,q4p,dem,0
usa,newHampshire,heatLow,2035,q4p,dem,0
usa,newHampshire,heatLow,2040,q4p,dem,0
usa,newHampshire,heatLow,2045,q4p,dem,0
usa,newHampshire,heatLow,2050,q4p,dem,0
usa,newHampshire,heatLow,2015,q4a,dem,0
usa,newHampshire,heatLow,2020,q4a,dem,0
usa,newHampshire,heatLow,2025,q4a,dem,0
usa,newHampshire,heatLow,2030,q4a,dem,0
usa,newHampshire,heatLow,2035,q4a,dem,0
usa,newHampshire,heatLow,2040,q4a,dem,0
usa,newHampshire,heatLow,2045,q4a,dem,0
usa,newHampshire,heatLow,2050,q4a,dem,0
usa,newHampshire,mobilityPassenger,2015,q1n,dem,
usa,newHampshire,mobilityPassenger,2020,q1n,dem,
usa,newHampshire,mobilityPassenger,2025,q1n,dem,
usa,newHampshire,mobilityPassenger,2030,q1n,dem,
usa,newHampshire,mobilityPassenger,2035,q1n,dem,
usa,newHampshire,mobilityPassenger,2040,q1n,dem,
usa,newHampshire,mobilityPassenger,2045,q1n,dem,
usa,newHampshire,mobilityPassenger,2050,q1n,dem,
usa,newHampshire,mobilityPassenger,2015,q1m,dem,
usa,newHampshire,mobilityPassenger,2020,q1m,dem,
usa,newHampshire,mobilityPassenger,2025,q1m,dem,
usa,newHampshire,mobilityPassenger,2030,q1m,dem,
usa,newHampshire,mobilityPassenger,2035,q1m,dem,
usa,newHampshire,mobilityPassenger,2040,q1m,dem,
usa,newHampshire,mobilityPassenger,2045,q1m,dem,
usa,newHampshire,mobilityPassenger,2050,q1m,dem,
usa,newHampshire,mobilityPassenger,2015,q1p,dem,
usa,newHampshire,mobilityPassenger,2020,q1p,dem,
usa,newHampshire,mobilityPassenger,2025,q1p,dem,
usa,newHampshire,mobilityPassenger,2030,q1p,dem,
usa,newHampshire,mobilityPassenger,2035,q1p,dem,
usa,newHampshire,mobilityPassenger,2040,q1p,dem,
usa,newHampshire,mobilityPassenger,2045,q1p,dem,
usa,newHampshire,mobilityPassenger,2050,q1p,dem,
usa,newHampshire,mobilityPassenger,2015,q1a,dem,
usa,newHampshire,mobilityPassenger,2020,q1a,dem,
usa,newHampshire,mobilityPassenger,2025,q1a,dem,
usa,newHampshire,mobilityPassenger,2030,q1a,dem,
usa,newHampshire,mobilityPassenger,2035,q1a,dem,
usa,newHampshire,mobilityPassenger,2040,q1a,dem,
usa,newHampshire,mobilityPassenger,2045,q1a,dem,
usa,newHampshire,mobilityPassenger,2050,q1a,dem,
usa,newHampshire,mobilityPassenger,2015,q2n,dem,
usa,newHampshire,mobilityPassenger,2020,q2n,dem,
usa,newHampshire,mobilityPassenger,2025,q2n,dem,
usa,newHampshire,mobilityPassenger,2030,q2n,dem,
usa,newHampshire,mobilityPassenger,2035,q2n,dem,
usa,newHampshire,mobilityPassenger,2040,q2n,dem,
usa,newHampshire,mobilityPassenger,2045,q2n,dem,
usa,newHampshire,mobilityPassenger,2050,q2n,dem,
usa,newHampshire,mobilityPassenger,2015,q2m,dem,
usa,newHampshire,mobilityPassenger,2020,q2m,dem,
usa,newHampshire,mobilityPassenger,2025,q2m,dem,
usa,newHampshire,mobilityPassenger,2030,q2m,dem,
usa,newHampshire,mobilityPassenger,2035,q2m,dem,
usa,newHampshire,mobilityPassenger,2040,q2m,dem,
usa,newHampshire,mobilityPassenger,2045,q2m,dem,
usa,newHampshire,mobilityPassenger,2050,q2m,dem,
usa,newHampshire,mobilityPassenger,2015,q2p,dem,
usa,newHampshire,mobilityPassenger,2020,q2p,dem,
usa,newHampshire,mobilityPassenger,2025,q2p,dem,
usa,newHampshire,mobilityPassenger,2030,q2p,dem,
usa,newHampshire,mobilityPassenger,2035,q2p,dem,
usa,newHampshire,mobilityPassenger,2040,q2p,dem,
usa,newHampshire,mobilityPassenger,2045,q2p,dem,
usa,newHampshire,mobilityPassenger,2050,q2p,dem,
usa,newHampshire,mobilityPassenger,2015,q2a,dem,
usa,newHampshire,mobilityPassenger,2020,q2a,dem,
usa,newHampshire,mobilityPassenger,2025,q2a,dem,
usa,newHampshire,mobilityPassenger,2030,q2a,dem,
usa,newHampshire,mobilityPassenger,2035,q2a,dem,
usa,newHampshire,mobilityPassenger,2040,q2a,dem,
usa,newHampshire,mobilityPassenger,2045,q2a,dem,
usa,newHampshire,mobilityPassenger,2050,q2a,dem,
usa,newHampshire,mobilityPassenger,2015,q3n,dem,
usa,newHampshire,mobilityPassenger,2020,q3n,dem,
usa,newHampshire,mobilityPassenger,2025,q3n,dem,
usa,newHampshire,mobilityPassenger,2030,q3n,dem,
usa,newHampshire,mobilityPassenger,2035,q3n,dem,
usa,newHampshire,mobilityPassenger,2040,q3n,dem,
usa,newHampshire,mobilityPassenger,2045,q3n,dem,
usa,newHampshire,mobilityPassenger,2050,q3n,dem,
usa,newHampshire,mobilityPassenger,2015,q3m,dem,
usa,newHampshire,mobilityPassenger,2020,q3m,dem,
usa,newHampshire,mobilityPassenger,2025,q3m,dem,
usa,newHampshire,mobilityPassenger,2030,q3m,dem,
usa,newHampshire,mobilityPassenger,2035,q3m,dem,
usa,newHampshire,mobilityPassenger,2040,q3m,dem,
usa,newHampshire,mobilityPassenger,2045,q3m,dem,
usa,newHampshire,mobilityPassenger,2050,q3m,dem,
usa,newHampshire,mobilityPassenger,2015,q3p,dem,
usa,newHampshire,mobilityPassenger,2020,q3p,dem,
usa,newHampshire,mobilityPassenger,2025,q3p,dem,
usa,newHampshire,mobilityPassenger,2030,q3p,dem,
usa,newHampshire,mobilityPassenger,2035,q3p,dem,
usa,newHampshire,mobilityPassenger,2040,q3p,dem,
usa,newHampshire,mobilityPassenger,2045,q3p,dem,
usa,newHampshire,mobilityPassenger,2050,q3p,dem,
usa,newHampshire,mobilityPassenger,2015,q3a,dem,
usa,newHampshire,mobilityPassenger,2020,q3a,dem,
usa,newHampshire,mobilityPassenger,2025,q3a,dem,
usa,newHampshire,mobilityPassenger,2030,q3a,dem,
usa,newHampshire,mobilityPassenger,2035,q3a,dem,
usa,newHampshire,mobilityPassenger,2040,q3a,dem,
usa,newHampshire,mobilityPassenger,2045,q3a,dem,
usa,newHampshire,mobilityPassenger,2050,q3a,dem,
usa,newHampshire,mobilityPassenger,2015,q4n,dem,
usa,newHampshire,mobilityPassenger,2020,q4n,dem,
usa,newHampshire,mobilityPassenger,2025,q4n,dem,
usa,newHampshire,mobilityPassenger,2030,q4n,dem,
usa,newHampshire,mobilityPassenger,2035,q4n,dem,
usa,newHampshire,mobilityPassenger,2040,q4n,dem,
usa,newHampshire,mobilityPassenger,2045,q4n,dem,
usa,newHampshire,mobilityPassenger,2050,q4n,dem,
usa,newHampshire,mobilityPassenger,2015,q4m,dem,
usa,newHampshire,mobilityPassenger,2020,q4m,dem,
usa,newHampshire,mobilityPassenger,2025,q4m,dem,
usa,newHampshire,mobilityPassenger,2030,q4m,dem,
usa,newHampshire,mobilityPassenger,2035,q4m,dem,
usa,newHampshire,mobilityPassenger,2040,q4m,dem,
usa,newHampshire,mobilityPassenger,2045,q4m,dem,
usa,newHampshire,mobilityPassenger,2050,q4m,dem,
usa,newHampshire,mobilityPassenger,2015,q4p,dem,
usa,newHampshire,mobilityPassenger,2020,q4p,dem,
usa,newHampshire,mobilityPassenger,2025,q4p,dem,
usa,newHampshire,mobilityPassenger,2030,q4p,dem,
usa,newHampshire,mobilityPassenger,2035,q4p,dem,
usa,newHampshire,mobilityPassenger,2040,q4p,dem,
usa,newHampshire,mobilityPassenger,2045,q4p,dem,
usa,newHampshire,mobilityPassenger,2050,q4p,dem,
usa,newHampshire,mobilityPassenger,2015,q4a,dem,
usa,newHampshire,mobilityPassenger,2020,q4a,dem,
usa,newHampshire,mobilityPassenger,2025,q4a,dem,
usa,newHampshire,mobilityPassenger,2030,q4a,dem,
usa,newHampshire,mobilityPassenger,2035,q4a,dem,
usa,newHampshire,mobilityPassenger,2040,q4a,dem,
usa,newHampshire,mobilityPassenger,2045,q4a,dem,
usa,newHampshire,mobilityPassenger,2050,q4a,dem,
usa,newJersey,heatHigh,2015,q1n,dem,
usa,newJersey,heatHigh,2020,q1n,dem,
usa,newJersey,heatHigh,2025,q1n,dem,
usa,newJersey,heatHigh,2030,q1n,dem,
usa,newJersey,heatHigh,2035,q1n,dem,
usa,newJersey,heatHigh,2040,q1n,dem,
usa,newJersey,heatHigh,2045,q1n,dem,
usa,newJersey,heatHigh,2050,q1n,dem,
usa,newJersey,heatHigh,2015,q1m,dem,
usa,newJersey,heatHigh,2020,q1m,dem,
usa,newJersey,heatHigh,2025,q1m,dem,
usa,newJersey,heatHigh,2030,q1m,dem,
usa,newJersey,heatHigh,2035,q1m,dem,
usa,newJersey,heatHigh,2040,q1m,dem,
usa,newJersey,heatHigh,2045,q1m,dem,
usa,newJersey,heatHigh,2050,q1m,dem,
usa,newJersey,heatHigh,2015,q1p,dem,
usa,newJersey,heatHigh,2020,q1p,dem,
usa,newJersey,heatHigh,2025,q1p,dem,
usa,newJersey,heatHigh,2030,q1p,dem,
usa,newJersey,heatHigh,2035,q1p,dem,
usa,newJersey,heatHigh,2040,q1p,dem,
usa,newJersey,heatHigh,2045,q1p,dem,
usa,newJersey,heatHigh,2050,q1p,dem,
usa,newJersey,heatHigh,2015,q1a,dem,
usa,newJersey,heatHigh,2020,q1a,dem,
usa,newJersey,heatHigh,2025,q1a,dem,
usa,newJersey,heatHigh,2030,q1a,dem,
usa,newJersey,heatHigh,2035,q1a,dem,
usa,newJersey,heatHigh,2040,q1a,dem,
usa,newJersey,heatHigh,2045,q1a,dem,
usa,newJersey,heatHigh,2050,q1a,dem,
usa,newJersey,heatHigh,2015,q2n,dem,
usa,newJersey,heatHigh,2020,q2n,dem,
usa,newJersey,heatHigh,2025,q2n,dem,
usa,newJersey,heatHigh,2030,q2n,dem,
usa,newJersey,heatHigh,2035,q2n,dem,
usa,newJersey,heatHigh,2040,q2n,dem,
usa,newJersey,heatHigh,2045,q2n,dem,
usa,newJersey,heatHigh,2050,q2n,dem,
usa,newJersey,heatHigh,2015,q2m,dem,
usa,newJersey,heatHigh,2020,q2m,dem,
usa,newJersey,heatHigh,2025,q2m,dem,
usa,newJersey,heatHigh,2030,q2m,dem,
usa,newJersey,heatHigh,2035,q2m,dem,
usa,newJersey,heatHigh,2040,q2m,dem,
usa,newJersey,heatHigh,2045,q2m,dem,
usa,newJersey,heatHigh,2050,q2m,dem,
usa,newJersey,heatHigh,2015,q2p,dem,
usa,newJersey,heatHigh,2020,q2p,dem,
usa,newJersey,heatHigh,2025,q2p,dem,
usa,newJersey,heatHigh,2030,q2p,dem,
usa,newJersey,heatHigh,2035,q2p,dem,
usa,newJersey,heatHigh,2040,q2p,dem,
usa,newJersey,heatHigh,2045,q2p,dem,
usa,newJersey,heatHigh,2050,q2p,dem,
usa,newJersey,heatHigh,2015,q2a,dem,
usa,newJersey,heatHigh,2020,q2a,dem,
usa,newJersey,heatHigh,2025,q2a,dem,
usa,newJersey,heatHigh,2030,q2a,dem,
usa,newJersey,heatHigh,2035,q2a,dem,
usa,newJersey,heatHigh,2040,q2a,dem,
usa,newJersey,heatHigh,2045,q2a,dem,
usa,newJersey,heatHigh,2050,q2a,dem,
usa,newJersey,heatHigh,2015,q3n,dem,
usa,newJersey,heatHigh,2020,q3n,dem,
usa,newJersey,heatHigh,2025,q3n,dem,
usa,newJersey,heatHigh,2030,q3n,dem,
usa,newJersey,heatHigh,2035,q3n,dem,
usa,newJersey,heatHigh,2040,q3n,dem,
usa,newJersey,heatHigh,2045,q3n,dem,
usa,newJersey,heatHigh,2050,q3n,dem,
usa,newJersey,heatHigh,2015,q3m,dem,
usa,newJersey,heatHigh,2020,q3m,dem,
usa,newJersey,heatHigh,2025,q3m,dem,
usa,newJersey,heatHigh,2030,q3m,dem,
usa,newJersey,heatHigh,2035,q3m,dem,
usa,newJersey,heatHigh,2040,q3m,dem,
usa,newJersey,heatHigh,2045,q3m,dem,
usa,newJersey,heatHigh,2050,q3m,dem,
usa,newJersey,heatHigh,2015,q3p,dem,
usa,newJersey,heatHigh,2020,q3p,dem,
usa,newJersey,heatHigh,2025,q3p,dem,
usa,newJersey,heatHigh,2030,q3p,dem,
usa,newJersey,heatHigh,2035,q3p,dem,
usa,newJersey,heatHigh,2040,q3p,dem,
usa,newJersey,heatHigh,2045,q3p,dem,
usa,newJersey,heatHigh,2050,q3p,dem,
usa,newJersey,heatHigh,2015,q3a,dem,
usa,newJersey,heatHigh,2020,q3a,dem,
usa,newJersey,heatHigh,2025,q3a,dem,
usa,newJersey,heatHigh,2030,q3a,dem,
usa,newJersey,heatHigh,2035,q3a,dem,
usa,newJersey,heatHigh,2040,q3a,dem,
usa,newJersey,heatHigh,2045,q3a,dem,
usa,newJersey,heatHigh,2050,q3a,dem,
usa,newJersey,heatHigh,2015,q4n,dem,
usa,newJersey,heatHigh,2020,q4n,dem,
usa,newJersey,heatHigh,2025,q4n,dem,
usa,newJersey,heatHigh,2030,q4n,dem,
usa,newJersey,heatHigh,2035,q4n,dem,
usa,newJersey,heatHigh,2040,q4n,dem,
usa,newJersey,heatHigh,2045,q4n,dem,
usa,newJersey,heatHigh,2050,q4n,dem,
usa,newJersey,heatHigh,2015,q4m,dem,
usa,newJersey,heatHigh,2020,q4m,dem,
usa,newJersey,heatHigh,2025,q4m,dem,
usa,newJersey,heatHigh,2030,q4m,dem,
usa,newJersey,heatHigh,2035,q4m,dem,
usa,newJersey,heatHigh,2040,q4m,dem,
usa,newJersey,heatHigh,2045,q4m,dem,
usa,newJersey,heatHigh,2050,q4m,dem,
usa,newJersey,heatHigh,2015,q4p,dem,
usa,newJersey,heatHigh,2020,q4p,dem,
usa,newJersey,heatHigh,2025,q4p,dem,
usa,newJersey,heatHigh,2030,q4p,dem,
usa,newJersey,heatHigh,2035,q4p,dem,
usa,newJersey,heatHigh,2040,q4p,dem,
usa,newJersey,heatHigh,2045,q4p,dem,
usa,newJersey,heatHigh,2050,q4p,dem,
usa,newJersey,heatHigh,2015,q4a,dem,
usa,newJersey,heatHigh,2020,q4a,dem,
usa,newJersey,heatHigh,2025,q4a,dem,
usa,newJersey,heatHigh,2030,q4a,dem,
usa,newJersey,heatHigh,2035,q4a,dem,
usa,newJersey,heatHigh,2040,q4a,dem,
usa,newJersey,heatHigh,2045,q4a,dem,
usa,newJersey,heatHigh,2050,q4a,dem,
usa,newJersey,heatLow,2015,q1n,dem,0
usa,newJersey,heatLow,2020,q1n,dem,0
usa,newJersey,heatLow,2025,q1n,dem,0
usa,newJersey,heatLow,2030,q1n,dem,0
usa,newJersey,heatLow,2035,q1n,dem,0
usa,newJersey,heatLow,2040,q1n,dem,0
usa,newJersey,heatLow,2045,q1n,dem,0
usa,newJersey,heatLow,2050,q1n,dem,0
usa,newJersey,heatLow,2015,q1m,dem,0
usa,newJersey,heatLow,2020,q1m,dem,0
usa,newJersey,heatLow,2025,q1m,dem,0
usa,newJersey,heatLow,2030,q1m,dem,0
usa,newJersey,heatLow,2035,q1m,dem,0
usa,newJersey,heatLow,2040,q1m,dem,0
usa,newJersey,heatLow,2045,q1m,dem,0
usa,newJersey,heatLow,2050,q1m,dem,0
usa,newJersey,heatLow,2015,q1p,dem,0
usa,newJersey,heatLow,2020,q1p,dem,0
usa,newJersey,heatLow,2025,q1p,dem,0
usa,newJersey,heatLow,2030,q1p,dem,0
usa,newJersey,heatLow,2035,q1p,dem,0
usa,newJersey,heatLow,2040,q1p,dem,0
usa,newJersey,heatLow,2045,q1p,dem,0
usa,newJersey,heatLow,2050,q1p,dem,0
usa,newJersey,heatLow,2015,q1a,dem,0
usa,newJersey,heatLow,2020,q1a,dem,0
usa,newJersey,heatLow,2025,q1a,dem,0
usa,newJersey,heatLow,2030,q1a,dem,0
usa,newJersey,heatLow,2035,q1a,dem,0
usa,newJersey,heatLow,2040,q1a,dem,0
usa,newJersey,heatLow,2045,q1a,dem,0
usa,newJersey,heatLow,2050,q1a,dem,0
usa,newJersey,heatLow,2015,q2n,dem,0
usa,newJersey,heatLow,2020,q2n,dem,0
usa,newJersey,heatLow,2025,q2n,dem,0
usa,newJersey,heatLow,2030,q2n,dem,0
usa,newJersey,heatLow,2035,q2n,dem,0
usa,newJersey,heatLow,2040,q2n,dem,0
usa,newJersey,heatLow,2045,q2n,dem,0
usa,newJersey,heatLow,2050,q2n,dem,0
usa,newJersey,heatLow,2015,q2m,dem,0
usa,newJersey,heatLow,2020,q2m,dem,0
usa,newJersey,heatLow,2025,q2m,dem,0
usa,newJersey,heatLow,2030,q2m,dem,0
usa,newJersey,heatLow,2035,q2m,dem,0
usa,newJersey,heatLow,2040,q2m,dem,0
usa,newJersey,heatLow,2045,q2m,dem,0
usa,newJersey,heatLow,2050,q2m,dem,0
usa,newJersey,heatLow,2015,q2p,dem,0
usa,newJersey,heatLow,2020,q2p,dem,0
usa,newJersey,heatLow,2025,q2p,dem,0
usa,newJersey,heatLow,2030,q2p,dem,0
usa,newJersey,heatLow,2035,q2p,dem,0
usa,newJersey,heatLow,2040,q2p,dem,0
usa,newJersey,heatLow,2045,q2p,dem,0
usa,newJersey,heatLow,2050,q2p,dem,0
usa,newJersey,heatLow,2015,q2a,dem,0
usa,newJersey,heatLow,2020,q2a,dem,0
usa,newJersey,heatLow,2025,q2a,dem,0
usa,newJersey,heatLow,2030,q2a,dem,0
usa,newJersey,heatLow,2035,q2a,dem,0
usa,newJersey,heatLow,2040,q2a,dem,0
usa,newJersey,heatLow,2045,q2a,dem,0
usa,newJersey,heatLow,2050,q2a,dem,0
usa,newJersey,heatLow,2015,q3n,dem,0
usa,newJersey,heatLow,2020,q3n,dem,0
usa,newJersey,heatLow,2025,q3n,dem,0
usa,newJersey,heatLow,2030,q3n,dem,0
usa,newJersey,heatLow,2035,q3n,dem,0
usa,newJersey,heatLow,2040,q3n,dem,0
usa,newJersey,heatLow,2045,q3n,dem,0
usa,newJersey,heatLow,2050,q3n,dem,0
usa,newJersey,heatLow,2015,q3m,dem,0
usa,newJersey,heatLow,2020,q3m,dem,0
usa,newJersey,heatLow,2025,q3m,dem,0
usa,newJersey,heatLow,2030,q3m,dem,0
usa,newJersey,heatLow,2035,q3m,dem,0
usa,newJersey,heatLow,2040,q3m,dem,0
usa,newJersey,heatLow,2045,q3m,dem,0
usa,newJersey,heatLow,2050,q3m,dem,0
usa,newJersey,heatLow,2015,q3p,dem,0
usa,newJersey,heatLow,2020,q3p,dem,0
usa,newJersey,heatLow,2025,q3p,dem,0
usa,newJersey,heatLow,2030,q3p,dem,0
usa,newJersey,heatLow,2035,q3p,dem,0
usa,newJersey,heatLow,2040,q3p,dem,0
usa,newJersey,heatLow,2045,q3p,dem,0
usa,newJersey,heatLow,2050,q3p,dem,0
usa,newJersey,heatLow,2015,q3a,dem,0
usa,newJersey,heatLow,2020,q3a,dem,0
usa,newJersey,heatLow,2025,q3a,dem,0
usa,newJersey,heatLow,2030,q3a,dem,0
usa,newJersey,heatLow,2035,q3a,dem,0
usa,newJersey,heatLow,2040,q3a,dem,0
usa,newJersey,heatLow,2045,q3a,dem,0
